nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Mie Goreng Jumbo,1 bungkus (129 g),600,26g,79g,12g,,"12,00g"
Mi Goreng Rendang,1 bungkus (91 g),420,16g,59g,9g,,"9,00g"
Mi Goreng Spesial,1 porsi (80 g),390,18g,53g,6g,910mg,"6,00g"
Bumbu Kentang Goreng,100 g,15,0g,3g,0g,"0,0g","0,000g"
Bumbu Nasi Goreng,1 sachet (25 g),40,2g,4g,1g,95mg,"1,00g"
Minyak Goreng Sawit,1 sendok makan (10 ml),80,9g,0g,0g,,"1,000g"
Sosis Sapi Goreng,1 potong (30 g),60,3g,4g,3g,,"3,00g"
Mi Goreng Keju,100 g,320,15g,41g,7g,"2,00g","0,000g"
Nasi Goreng Spesial,100 g,230,13g,22g,7g,,703mg
Mi Goreng Jumbo,1 bungkus (129 g),560,21g,81g,13g,,"13,00g"
Mie Goreng Kornet,1 porsi (20 ml),100,5g,12g,1g,,"12,00g"
Bumbu Nasi Goreng,1 porsi (50 g),90,5g,6g,4g,,"4,00g"
Mie Goreng Seribu,1 porsi (50 g),220,8g,33g,4g,,"2,00g"
Bumbu Nasi Goreng,1 porsi (30 g),60,"2,5g",8g,1g,70mg,"1,00g"
Minyak Goreng Tropical,1/2 sdm (9 ml),70,8g,0g,0g,"0,00g","3,500g"
Perencah Nasi Goreng,1 porsi (15 g),35,1g,5g,1g,480mg,0mg
Sambal Goreng Ati,1 sendok makan (14 g),35,"1,5g",5g,1g,670mg,0mg
Bumbu Nasi Goreng,1 porsi (10 g),25,1g,3g,1g,1190mg,0mg
Mie Goreng Original,1 bungkus (85 g),420,20g,52g,7g,1080mg,0mg
Dada Ayam,1 potong (181 g),520,34g,0g,36g,1220mg,145mg
Ayam Bakar,1 potong (18 g),100,6g,11g,1g,,100mg
Siomay Ayam,100 g,200,9g,16g,13g,"0,0g","0,000g"
Super Bihun Goreng,1 sajian (65 g),250,5g,46g,4g,,"4,00g"
Mie Sambal Goreng,1 porsi (88 g),410,16g,56g,9g,,"56,00g"
Mi Goreng Jadul,1 bungkus (80 g),390,18g,49g,8g,720mg,0mg
Mi Goreng Chitato,100 g,500,24g,61g,9g,,0mg
Bumbu Indomie Goreng,1 bungkus (20 g),79,"6,7g","4,9g",0g,,"0,0g"
Mi Goreng Original,1 serving (75 g),90,"2,5g",18g,0g,,"0,00g"
Tepung Pisang Goreng,1 potong (40 g),140,0g,34g,1g,,"34,00g"
Spix Mi Goreng,1 porsi (9 g),45,"2,5g",6g,1g,,"6,00g"
Tuna Sambal Goreng,1 porsi (70 g),150,8g,7g,11g,,"11,00g"
Tahu Isi Goreng,1 porsi (30 g),134,"6,64g","8,65g","10,25g",,"8,65g"
Mi Goreng Aceh,1 bungkus (90 g),430,19g,55g,9g,790mg,0mg
Bumbu Nasi Goreng,1 porsi (24 g),41,0g,7g,3g,,
Sosis Ayam,1 porsi (75 g),130,6g,8g,10g,,"10,00g"
Ayam Geprek,1 porsi,457,13g,53g,32g,,
Bakso Ayam,1 porsi (50 g),60,3g,2g,7g,,"7,00g"
Sosis Ayam,3 keping (25 g),45,3g,2g,3g,,"3,00g"
Ayam Bawang,1 bungkus (70 g),320,14g,42g,8g,"5,0g","0,000g"
Gulai Ayam,1 porsi,460,12g,46g,42g,,
Rolade Ayam,3 buah (83 g),110,5g,6g,12g,440mg,0mg
Sosis Ayam,100 g,220,14g,7g,17g,,720mg
Ayam Barbekyu,1 bungkus (20 ml),110,6g,12g,1g,,0mg
Lemper Ayam,1 piece (80 g),181,"5,7g",6g,2g,,
Tempura Ayam,100 g,290,18g,21g,12g,,"12,00g"
Sosis Ayam,1 buah (25 g),40,"1,5g",3g,3g,,"3,00g"
Naget Ayam,100 g,230,12g,21g,11g,,"21,00g"
Siomay Ayam,5 biji (87 g),150,"3,5g",23g,8g,,"8,00g"
Sosis Ayam,1 potong  (30 g),60,1g,2g,5g,,"2,00g"
Ayam Geprek,1 serving (18 g),90,4g,12g,1g,,"12,00g"
Dada Ayam,100 g,195,"7,72g",0g,"29,55g","0,00g","3,005g"
Sosis Ayam,1 porsi (42 g),70,"3,5g",7g,4g,,"7,00g"
Kornet Ayam,100 g,160,6g,6g,21g,,630mg
Ayam Kuning,100 g,140,5g,0g,26g,,
Ayam Bawang,1 porsi (75 g),340,15g,46g,7g,,"7,00g"
Kaldu Ayam,1 bungkus (75 g),340,12g,50g,6g,,"6,00g"
Ayam Bawang,1 bungkus (70 g),340,15g,46g,7g,,"46,00g"
Ayam Krispi,1 porsi (88 g),400,15g,59g,8g,,"59,00g"
Royco Ayam,1 takaran (2 g),0,0g,0g,0g,0mg,"0,00g"
Rasa Ayam,1 bungkus (45 g),190,5g,32g,3g,,"32,00g"
Sosis Ayam,1 sajian (50 g),100,"4,5g",11g,4g,,"11,00g"
Burger Ayam,1 porsi (120 g),170,2g,2g,36g,,"2,00g"
Bakso Ayam,100 g,130,"4,5g",10g,13g,,"13,00g"
Sozzis Ayam,1 porsi (50 g),80,3g,10g,4g,,"10,00g"
Kari Ayam,1 bungkus (72 g),320,12g,45g,7g,,"7,00g"
Bubur Ayam,1 porsi (279 g),193,"4,9g","29,8g",6g,,"2,0g"
Ayam Bawang,1 serving (63 g),320,9g,56g,3g,,"3,00g"
Sosis Ayam,1 buah (75 g),160,8g,15g,7g,,610mg
Bubur Ayam,1 porsi (125 g),45,0g,9g,2g,,"9,00g"
Ayam Belacan,1 porsi (5 g),15,0g,3g,1g,,0mg
Ayam Suwir,100 g,180,"3,5g",6g,30g,,"4,00g"
Bakso Ayam,100 g,160,8g,12g,9g,,"12,00g"
Bihun Goreng,1 porsi (60 g),210,"1,5g",18g,0g,17mg,"0,00g"
Pangsit Goreng,"2 buah (54,4 g)",234,"15,8g","17,5g","5,2g",,
Mie Goreng,1 bungkus (85 g),410,19g,53g,8g,,"8,00g"
Kornet Ayam,1 porsi (120 g),160,"4,5g",18g,11g,,"11,00g"
Mie Goreng,1 porsi (80 g),340,9g,50g,13g,,"50,00g"
Indomie Goreng,1 bar (85 g),380,14g,54g,8g,,"8,00g"
Rasa Ayam,1 bungkus (75 g),350,16g,46g,7g,,"7,00g"
Mie Goreng,1 bungkus (80 g),320,7g,58g,7g,,"7,00g"
Bakso Ayam,1 kemasan (120 g),170,4g,17g,16g,,1010mg
Rasa Ayam,1 cangkir (75 g),320,11g,46g,9g,1030mg,0mg
Sosis Ayam,1 porsi (50 g),90,5g,2g,7g,,"7,00g"
Sosis Ayam,100 g,180,13g,5g,12g,,"12,00g"
Gulai Ayam,1 potong,250,"18,75g","2,87g","17,43g",,
Burger Ayam,1 buah (50 g),80,4g,7g,6g,,"7,00g"
Abon Ayam,100 g,170,19g,0g,30g,,"30,00g"
Sosis Ayam,1 sajian (25 g),50,2g,6g,2g,"0,00g","1,200g"
Naget Ayam,100 g,230,16g,11g,11g,,"11,00g"
Kaldu Ayam,1 bungkus (70 g),320,12g,45g,7g,,"7,00g"
Nasi Goreng Rendang,1 porsi,482,19g,13g,49g,,
Mie Goreng Rendang,1 bungkus (77 g),290,5g,54g,8g,640mg,0mg
Indomie Rasa Kari Ayam,1 bungkus (72 g),320,12g,46g,7g,,"7,00g"
Rasa Semur Ayam Pedas,1 porsi,360,22g,34g,6g,,"6,00g"
Bumbu Lumur Ayam Spesial,1 porsi (8 g),20,0g,4g,1g,,"3,00g"
Ayam Saus Telur Asin,"1 porsi (5,5 g)",30,"1,5g",2g,1g,,"1,00g"
Roti Stik Abon Ayam,1 porsi (70 g),240,8g,37g,7g,,"12,00g"
Nutrimi Rasa Steak Ayam,1 bungkus (80 g),380,15g,54g,7g,590mg,0mg
Bumbu Kaldu Rasa Ayam,1 serving (4 g),5,0g,1g,0g,,0mg
Makaroni Rasa Sup Ayam,1 bungkus (40 g),140,1g,28g,6g,420mg,0mg
Nasi Jeruk Ayam Bakar,1 porsi (60 g),493,12g,70g,28g,,"28,00g"
Wgain Ayam Kacang Polong,1 porsi (40 g),170,"4,5g",25g,8g,"1,0g","0,000g"
Sarden Goreng Dalam Saus Kecap,1 kaleng (60 g),110,8g,5g,5g,"0,0g","0,000g"
Mi Goreng Rasa Sambal Matah,1 porsi (85 g),410,20g,51g,8g,,"8,00g"
Sarden Goreng Dalam Sambal Balado,1 sendok (60 g),110,7g,3g,8g,,"8,00g"
Mi Goreng Rasa Iga Penyet,1 bungkus (80 g),350,13g,52g,8g,,"8,00g"
Bumbu Kentang Goreng Rasa Keju,1 porsi (4 g),15,0g,2g,1g,"0,0g","0,000g"
Bumbu Nasi Goreng Cabe Hijau,"1 porsi (4,25 g)",10,0g,2g,0g,,"0,00g"
Bakmi Mewah Goreng Rasa Bulgogi,1 takaran saji (50 g),200,9g,24g,6g,,"6,00g"
Opor Ayam Opor Ayam with Ketupat Beras Merah,1 serving,464,12g,46g,43g,,
Tictac Rasa Ayam Bawang,1 serving (20 g),160,12g,4g,8g,170mg,0mg
Mi Goreng Rasa Rendang,"1 bungkus (76,35 g)",100,1g,23g,1g,"4,0g","0,000g"
Mi Rebus Kari Ayam,"1 porsi (75,43 g)",50,"0,5g",11g,0g,,"1,0g"
Sup Mi Ayam Sayur,1 porsi (27 g),120,4g,18g,"3,5g",,"1,0g"
Japota Rasa Ayam Bawang,1 porsi (28 g),150,10g,15g,2g,,"15,00g"
Shirataki Nasi Goreng Kampung,1 porsi,330,"16,9g","26,4g","16,9g",,"3,9g"
Bihun Rasa Soto Ayam,1 bungkus (55 g),20,0g,5g,0g,160mg,0mg
Real Meat Ayam Jamur,1 bungkus (110 g),480,24g,55g,12g,,"12,00g"
Mi Goreng Cabe Ijo,1 bungkus (85 g),420,21g,49g,8g,,"8,00g"
Burger Ayam (Colonel's Burger),"1 porsi (127,96 g)",381,"19,27g","39,28g","12,52g",,"39,28g"
Rasa Ayam Bawang Spesial,1 porsi (57 g),260,11g,35g,6g,,"6,00g"
Cabai Tabur Bawang Goreng,1 porsi (3 g),10,0g,2g,0g,,"0,00g"
Mie Sakura Kaldu Ayam,1 serving (60 g),260,10g,38g,6g,,"6,00g"
Bihun Rasa Kaldu Ayam,1 porsi (55 g),190,0g,47g,1g,870mg,0mg
Ikan Tuna Sambal Goreng,100 g,140,3g,6g,22g,,"6,00g"
Bumbu Racik Ikan Goreng,1 porsi (20 g),10,0g,1g,0g,1010mg,0mg
Bumbu Nasi Goreng Jawa,1 porsi (10 g),30,0g,5g,1g,,"3,00g"
Tuna Bumbu Nasi Goreng,100 g,210,12g,6g,20g,,"6,00g"
Tuna Bumbu Nasi Goreng,1 serving (85 g),190,12g,5g,15g,,"5,00g"
Jiwa Pagi Mie Goreng,1 porsi (80 g),300,6g,55g,5g,590mg,0mg
Mi Goreng Rasa Rendang,1 bungkus (91 g),420,16g,59g,9g,,"9,00g"
Bumbu Nasi Goreng Rendang,"1 sajian (4,25 g)",15,0g,3g,0g,,"0,00g"
Extra Pedas Goreng Jalapeno,1 bungkus (85 g),380,14g,54g,8g,,"54,00g"
Bumbu Nasi Goreng Kari,1 bungkus  (23 g),52,2g,7g,2g,,
Bumbu Nasi Goreng Pedas,"1 porsi (4,25 g)",10,0g,2g,0g,,"0,0g"
Kari Ayam Pedas,1 pack (63 g),230,1g,52g,4g,,"4,00g"
Rasa Kaldu Ayam,1 porsi (70 g),300,11g,45g,6g,,"6,00g"
Bumbu Soto Ayam,1 porsi (10 g),20,1g,2g,1g,780mg,0mg
Ayam Sambal Kemangi,1 porsi,424,12g,42g,37g,,
Sosis Ayam Kombinasi,1 porsi (25 g),40,"1,5g",3g,3g,,"3,00g"
Bumbu Soto Ayam,1 porsi (9 g),10,0g,2g,1g,"1,0g","0,000g"
Siomay Ayam Sayur,5 biji (87 g),160,5g,22g,7g,,"7,00g"
Mi Goreng Hot & Spicy,1 porsi (80 g),400,20g,48g,7g,960mg,0mg
Mie Goreng Rasa Sapi,1 porsi (71 g),120,0g,29g,1g,,"1,00g"
Mie Goreng Salero Padang,1 bungkus (86 g),390,14g,56g,9g,1170mg,0mg
Shirataki Nasi Goreng Kecombrang,1 porsi,273,"13,6g","19,7g","17,2g",,"19,70g"
Mi Goreng Rasa Soto,1 bungkus (85 g),400,18g,53g,8g,1080mg,0mg
Mi Goreng Rasa Cakalang,1 bungkus (82 g),360,12g,55g,8g,0mg,0mg
Mi Keriting Goreng Spesial,1 bungkus (90 g),400,15g,56g,10g,,"10,00g"
Mie Goreng Extra Pedas,1 bungkus (75 g),330,12g,51g,7g,220mg,"7,00g"
Bumbu Nasi Goreng Soto,"1 porsi (4,25 g)",10,0g,2g,0g,420mg,0mg
Bumbu Nasi Goreng Kambing,1 porsi (10 g),30,1g,4g,1g,,"1,00g"
Mie Sedaap Cup Goreng,1 cup (85 g),410,19g,53g,7g,,"53,00g"
Burger Daging Ayam,100 g,230,12g,16g,14g,,510mg
Sup Krim Ayam,1 porsi (15 g),60,"1,5g",10g,1g,650mg,0mg
Sup Krim Ayam,"1 porsi (14,5 g)",60,"1,5g",9g,2g,,"2,00g"
Rasa Opor Ayam,1 bungkus (75 g),340,12g,50g,7g,920mg,0mg
Nasi Ayam Woku,1 porsi (250 g),400,6g,61g,24g,,"24,00g"
Dada Ayam Original,1/2 potong (172 g),390,21g,11g,39g,,"2,0g"
Rasa Soto Ayam,1 porsi (77 g),360,16g,45g,8g,,"8,00g"
Bakso Ayam Keju,1 bungkus (120 g),230,11g,14g,17g,,750mg
Bumbu Opor Ayam,1 porsi (9 g),35,"2,5g",2g,0g,,"0,00g"
Bakmi Ayam Jamur,1 porsi (50 g),210,12g,20g,6g,,"20,00g"
Cerelac Ayam Bawang,1 porsi (50 g),210,5g,36g,7g,,"36,00g"
Opor Ayam Cepu,"1 porsi (8,8 g)",25,2g,2g,0g,,"0,00g"
Stik Naget Ayam,100 g,240,19g,6g,11g,,"6,00g"
Rasa Ayam Bawang,1 porsi (75 g),330,13g,45g,7g,,"7,00g"
Kentang Goreng Beku Shoestring,100 g,150,5g,23g,2g,,20mg
Mi Goreng Keju Pedas,1 porsi (69 g),330,15g,40g,7g,"2,00g","0,000g"
Mie Goreng Korea Konnyaku,1 bungkus (78 g),150,4g,29g,1g,,"1,00g"
UFO Mie Goreng Pedas,1 porsi (92 g),410,17g,55g,8g,,"8,00g"
Nasi Goreng Kampung Shirataki,1 porsi,364,12g,36g,28g,,
Mie Goreng Rasa Rendang,1 bungkus (91 g),420,19g,54g,9g,,"9,00g"
Mi Goreng Kriuk Pedas,1 porsi (90 g),400,14g,60g,9g,1170mg,0mg
Mie Goreng Pedas Korea,1 bungkus (85 g),300,"4,5g",57g,9g,"2,0g","0,000g"
Bumbu Mie Goreng Aceh,"1 porsi (12,5 g)",45,2g,6g,1g,,"6,00g"
Bakso Daging Ayam,100 g,270,17g,21g,8g,,"21,00g"
Naget Ayam Kombinasi,100 g,230,14g,18g,10g,,"18,00g"
Ayam Bawang Telur,1 bungkus (77 g),370,18g,45g,6g,,"45,00g"
Rasa Kari Ayam,1 bungkus (72 g),320,12g,45g,8g,0mg,0mg
Rasa Ayam Spesial,1 bungkus (69 g),300,10g,44g,7g,,"44,00g"
Rasa Kari Ayam,1 cup (75 g),340,15g,44g,8g,,"8,00g"
Ayam Bumbu Rujak,"6 porsi (3,7 g)",10,0g,2g,0g,,"0,00g"
Burger Daging Ayam,100 g,260,13g,24g,12g,,"24,00g"
Telur Ayam Kampung,1 fitcake (40 g),150,10g,"1,5g",13g,,
Sosis Ayam Kombinasi,1 keping (25 g),45,3g,2g,3g,,"0,00g"
Nasi Ayam Rendang,1 porsi,450,11g,62g,27g,,"62,00g"
Bumbu Ayam Kecap,"1 porsi (17,5 g)",50,2g,8g,1g,920mg,0mg
Bakso Sapi & Ayam,1 porsi (33 g),40,1g,2g,7g,,"7,00g"
Naget Ayam Kombinasi,100 g,280,15g,27g,9g,,"27,00g"
Ayam Suwir Balado,100 g,208,4g,11g,32g,,
Klean Mie Ayam,1 serving,170,6g,4g,20g,,
Kornet Daging Ayam,1 porsi (50 g),70,"3,5g",5g,5g,,"5,00g"
Rasa Ayam Bawang,1 porsi (55 g),200,"3,5g",39g,2g,,0mg
Ayam Potong Berbumbu,3 potong (150 g),250,9g,19g,24g,420mg,"0,000g"
Rasa Ayam Panggang,1 bungkus (10 g),60,"3,5g",6g,1g,,"6,00g"
Karage Ayam Pedas,100 g,220,7g,14g,26g,,"26,00g"
Ayam Bakar Limau,1 bungkus (89 g),400,14g,61g,8g,"5,0g","2,000g"
Nasi Goreng Rendang,1 porsi,448,12g,49g,36g,,"6,0g"
Bawang Merah Goreng,1 sendok (10 g),50,3g,5g,1g,60mg,0mg
Sarden Goreng Balado,1 porsi (60 g),120,8g,4g,8g,,"8,00g"
Rasa Ayam Spesial,1 bungkus (75 g),340,14g,47g,7g,,"47,00g"
Mini Pao Ayam,3 buah (61 g),180,6g,27g,5g,,"5,00g"
Rasa Kaldu Ayam,1 porsi (70 g),300,10g,46g,6g,1250mg,0mg
Mie Goreng Rasa Bulgogi,1 bungkus (90 g),410,14g,62g,7g,,"7,00g"
Real Meat Empal Goreng,1 bungkus (110 g),530,28g,56g,14g,0mg,0mg
Bumbu Racik Nasi Goreng,1 porsi (5 g),15,0g,3g,0g,"0,0g","0,000g"
Minyak Goreng 2X Penyaringan,1/2 sdt (9 ml),70,8g,0g,0g,0mg,"1,000g"
Bumbu Racik Tempe Goreng,1 porsi (4 g),10,0g,2g,0g,,"0,00g"
Mie Goreng Ala Jepang,1 kemasan (68 g),80,1g,18g,0g,,"0,00g"
Mi Goreng Sambal Matah,1 porsi (85 g),410,20g,51g,8g,"2,00g","0,000g"
Mi Goreng Salted Egg,100 g,480,25g,53g,11g,,"11,00g"
Soto Betawi Ayam with Uduk Brown Rice,1 porsi,473,13g,47g,42g,,"6,0g"
Mie Sukses Isi 2 Rasa Ayam Kecap,1 porsi (129 g),570,21g,82g,14g,,"14,00g"
Mie Sukses Isi 2 Rasa Kari Ayam,1 bungkus (116 g),520,21g,70g,13g,,"13,00g"
Mie Sukses Isi 2 Rasa Ayam Kremes,1 bungkus (133 g),600,22g,88g,14g,1220mg,0mg
Mikuya Ramen Rasa Kaldu Ayam Ala Jepang,1 bungkus (83 g),380,14g,56g,7g,,"7,00g"
Cup Noodles Rasa Kaldu Ayam Ala Jepang,1 porsi  (67 g),310,13g,41g,7g,,"7,00g"
Mie Gaga 100 Extra Pedas Goreng Chipotle,1 porsi (85 g),370,14g,52g,9g,,"6,00g"
Makaroni Ayam Cincang Rempah + Chickpea Salad,1 porsi,480,12g,50g,43g,,"6,0g"
Shirataki Nasi Pedas Ayam Suwir Bali,1 porsi,376,16g,24g,32g,,"4,0g"
Roti Isi Abon Ayam Mayo Pedas,1 porsi (60 g),200,7g,28g,6g,"8,00g","0,000g"
Mi Instan Kuah Rasa Ayam Bawang,1 porsi (20 g),80,1g,14g,2g,,"2,00g"
Mie Goreng Selera Pedas Spicy Mayo Cheese,1 bungkus (85 g),370,13g,55g,8g,880mg,3mg
Nasi Daun Jeruk Ayam Sambal Matah,100 g,590,26g,69g,20g,,
Mi Instan Kuah Rasa Kari Ayam,1 porsi (20 g),80,"1,5g",14g,2g,,"2,00g"
Tepung Bumbu Ala Kentucky Ayam Krispi,1/2 potong (40 g),140,"0,5g",28g,4g,,"1,00g"
Shirataki Nasi Pedas Ayam Suwir Kemangi,1 porsi,311,11g,19g,32g,,"4,0g"
Shirataki Nasi Geprek Ayam Sambal Bawang,1 serving,321,12g,15g,37g,,"3,0g"
Ayam Saus Padang with Nasi Lemak,100 g,464,12g,47g,42g,,"6,0g"
Shirataki Nasi Pedas Ayam Suwir Bali,1 porsi,376,16g,24g,32g,,"4,0g"
Shirataki Nasi Geprek Ayam Sambal Bawang,1 bowl,321,12g,15g,37g,,"3,0g"
Selera Pedas Rasa Ayam Pedas Limau,1 bungkus (85 g),390,14g,58g,8g,,"58,00g"
Shirataki Nasi Pedas Ayam Suwir Kemangi,1 porsi,313,10g,21g,33g,,"3,8g"
Ramen Rasa Kaldu Ayam Ala Jepang,1 bungkus (83 g),380,14g,56g,7g,,"7,00g"
Sosis Sapi dan Ayam Rasa Pedas,1 porsi (65 g),160,13g,2g,9g,410mg,0mg
Mie Gaga 100 Extra Pedas Goreng Jalapeno,1 porsi (85 g),380,14g,54g,8g,,"6,00g"
Shirataki Nasi Kremes Ayam Suwir Kemangi,1 porsi,313,10g,21g,33g,,"3,0g"
Japota Potato Chips Rasa Ayam Bawang,1 porsi (28 g),150,10g,15g,2g,,"15,00g"
Mie Goreng Keju Pedas Level 5,1 porsi (69 g),280,15g,42g,7g,,0mg
Tini Wini Biti Rasa Sate Ayam,1 porsi kecil (12 g),60,"2,5g",8g,1g,,"1,00g"
Mi Goreng Rasa Sambal Rica-Rica,1 porsi (85 g),420,22g,49g,8g,,"8,00g"
Mi Instan Konnyaku Goreng Rasa Sapi,1 package (71 g),120,0g,29g,1g,,"1,00g"
Keripik Singkong Rasa Ayam Lada Hitam,1 takaran saji (20 g),100,5g,14g,1g,70mg,0mg
Mi Instan Boncabe Rasa Mie Goreng,1 porsi (35 g),130,3g,21g,4g,,"21,00g"
Bakmi Mewah Rasa Bakmi Goreng Komplit,1 bungkus (110 g),480,17g,72g,11g,,"9,00g"
Shirataki Nasi Ayam Bakar Madu,1 serving,389,"3,32g","60,29g","41,73g",,"2,5g"
Bumbu Kaldu Ayam dan Jamur,100 g,0,0g,1g,0g,280mg,"0,000g"
Nasi Pedas Ayam Suwir Opor,1 porsi,348,8g,46g,22g,,"5,0g"
Sedaap Cup Ayam Bawang Telur,1 bungkus (77 g),370,18g,45g,6g,,"6,00g"
Promina Sup Mi Ayam Sayur,1 porsi (40 g),170,6g,25g,5g,150mg,17mg
Nasi Ayam Betutu Sambal Matah,1 porsi (250 g),490,19g,60g,19g,,"19,00g"
Rasa Soto Ayam dengan Nasi,1 bungkus (75 g),350,15g,48g,7g,,"7,00g"
Mie Instan Rasa Kari Ayam,1 porsi (73 g),300,5g,54g,8g,"3,0g","0,000g"
Mi Instan Rasa Ayam Bawang,1 bungkus (65 g),300,13g,40g,6g,,0mg
Nasi Geprek Ayam Sambal Bawang,1 porsi,321,12g,16g,37g,,"3,4g"
Singkong Keriting Rasa Ayam Geprek,1 takaran saji (20 g),100,5g,14g,0g,,"14,00g"
Sarimi Gelas Rasa Soto Ayam,1 sajian (30 g),140,7g,16g,3g,"2,0g","0,000g"
Shirataki Nasi Goreng Cumi Tinta Hitam,1 serving,299,23g,16g,34g,,
Mie Instan Alami Rasa Mie Goreng,5 sendok (80 g),320,7g,58g,7g,,"58,00g"
Bumbu Racik Nasi Goreng Sambal Matah,1 porsi (5 g),10,0g,2g,0g,,"1,00g"
Bumbu Kentang Goreng Rasa Jagung Bakar,1 porsi (4 g),15,0g,3g,0g,,"3,00g"
Racik Bumbu Spesial Soto Ayam,1 takaran saji (9 g),20,1g,2g,1g,,"1,0g"
Isi 2 Rasa Tongseng Ayam,1 bungkus (120 g),560,23g,76g,11g,,"76,00g"
Mie Gelas Rasa Kari Ayam,1 gelas (28 g),140,4g,18g,2g,,"18,00g"
Sarimi Isi 2 Ayam Bawang,1 bungkus (115 g),510,20g,70g,13g,,"13,00g"
Mie Kuah Rasa Ayam Cabe,1 porsi (80 g),370,16g,49g,7g,,"3,0g"
Paket Ayam Rempah + Tahu Betutu,1 porsi,469,13g,46g,42g,,"6,0g"
Ayam Lodho with Lontong Beras,1 porsi,456,12g,46g,41g,,"12,0g"
Mi Goreng Keju Pedas Level 3,1 bungkus (69 g),330,15g,40g,7g,,0mg
Mie Oven Rasa Mie Goreng Bawang,1 porsi  (71 g),280,7g,46g,8g,,"46,00g"
Mie Goreng Extra Pedas Lada Hitam,1 porsi (85 g),390,16g,53g,9g,,"6,00g"
Mi Keriting Rasa Ayam Panggang,1 bungkus (90 g),390,15g,53g,10g,1460mg,5mg
Mie Gelas Rasa Soto Ayam,1 porsi (32 g),120,6g,19g,3g,,860mg
Roti Abon Ayam Mayo Pedas,1 porsi (60 g),200,7g,28g,6g,,"6,00g"
Mie Instan Cup Kari Ayam,1 bungkus (60 g),280,13g,35g,7g,,"7,00g"
Mi Instan Rasa Kari Ayam,1 porsi (73 g),300,5g,54g,8g,970mg,0mg
Gekikara Ramen Rasa Ayam Pedas,1 porsi (118 g),530,20g,77g,10g,,"10,00g"
Mie Gelas Rasa Ayam Bawang,1 bungkus (30 g),140,6g,18g,3g,,"18,00g"
Bumbu Nasi Goreng Rasa Sambal Matah,1 serving (5 g),10,0g,2g,0g,,"0,00g"
Ramen Kuah Shoyu Rasa Ayam,1 bungkus (82 g),360,14g,55g,6g,,"6,00g"
Ghost Pepper Mie Goreng Indonesia,1 sajian (50 g),220,9g,33g,3g,"3,0g","1,000g"
YC Nasi Yummy Ayam Geprek,1 porsi (240 g),500,16g,71g,18g,,"71,00g"
Keripik Kentang Rasa Mi Goreng,1 porsi (20 g),100,5g,12g,2g,,"12,00g"
Mi Goreng Rasa Kebab Rendang,1 bungkus (83 g),370,14g,55g,6g,820mg,0mg
Mie Goreng Black Pepper Seafood,1/2 porsi (80 g),400,19g,50g,7g,,"7,00g"
Nasi Goreng Kampung Brown Rice,1 porsi,332,16g,30g,19g,,"30,00g"
Snek Muruku Rasa Ayam Pedas,1 bungkus (20 g),110,6g,10g,2g,,"1,00g"
Chiki Balls Rasa Kaldu Ayam,1 sajian (10 g),50,"2,5g",7g,1g,"0,0g","0,000g"
Kentang Goreng French Fries 2000,1 takaran saji (10 g),45,"1,5g",8g,0g,,"8,00g"
Sei Ayam with Potatoes,1 porsi,220,"8,99g","22,81g","12,51g",,"22,81g"
Pretz Rasa Ayam BBQ,1 porsi (31 g),150,6g,20g,3g,,"20,00g"
"Gudeg, Telur, Ayam, Krecek",1 kaleng (210 g),200,11g,18g,8g,,290mg
Rasa Ayam Snack Balls,1/2 bungkus (12 g),60,3g,8g,1g,,80mg
Indomie Rasa Kari Ayam,1 porsi (72 g),320,12g,46g,7g,,"7,00g"
Bumbu Ungkep Ayam Kalasan,1 porsi (11 g),30,0g,6g,0g,"0,0g","0,000g"
Oatmeal Rasa Kari Ayam,1 bungkus  (28 g),110,"2,5g",18g,4g,,0mg
Keripik Singkong Rasa Ayam,1 porsi (20 g),100,"4,5g",14g,1g,,95mg
Ashitaki Mie Goreng Ala Jepang,1 serving (68 g),80,1g,18g,0g,,"0,00g"
UFO Mie Goreng Ala Indonesia,1 serving (88 g),400,16g,56g,7g,,"56,00g"
Jiwa Pagi Ayam Bawang,1 porsi (65 g),230,2g,45g,8g,,"8,00g"
Oatmeal Rasa Soto Ayam,1 bedak wangi (28 g),110,2g,18g,4g,270mg,1mg
Mi Instan Kari Ayam,1 porsi (73 g),300,5g,54g,8g,970mg,0mg
Bumbu Ungkep Ayam Kuning,1 porsi (5 g),10,0g,1g,0g,1110mg,0mg
Nasi Daging Ayam Teriyaki,1 porsi (270 g),470,6g,82g,21g,,"21,00g"
Ayam Bakar Bumbu Rujak,"1 porsi (11,5 g)",30,1g,4g,1g,360mg,0mg
Bihun Rasa Ayam Bawang,1 bungkus (55 g),25,0g,6g,0g,160mg,0mg
Super Bubur Rasa Ayam,1 bungkus (45 g),170,3g,32g,3g,,"32,00g"
Sosis Rasa Ayam Bakar,1 porsi (100 g),170,6g,18g,10g,,"18,00g"
Nasi Ayam Cabe Hijau,1 porsi (250 g),450,12g,58g,29g,,"58,00g"
Ayam Kampung Tomat Wortel,1 sachet (25 g),100,"0,6g",20g,3g,50mg,"3,00g"
Shirataki Nasi Goreng Daging Asap,1 porsi,236,"14,5g","12,3g","13,1g",,"3,4g"
Bumbu Nasi Goreng Daging Sapi,1 porsi (50 g),100,6g,7g,4g,,"4,00g"
