nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Susu Steril Kurma,1 botol kaleng (200 ml),170,6g,23g,7g,,"7,00g"
2 Go Chocolate,1 kotak (200 ml),120,"2,5g",12g,12g,310mg,0mg
Almond Milk,1 gelas (250 ml),66,"5,2g","3,8g","1,5g","0,5g","1,000g"
Myroti Roti Isi Krim Susu,1 porsi (58 g),170,4g,29g,4g,,"4,00g"
V-Soy Multi-Grain,100 ml,69,3g,"7,6g","2,7g","0,6g","0,900g"
Susu Segar 100% Pasteurisasi,1 gelas (200 ml),120,8g,9g,6g,50mg,40mg
Strawberry Blush Yogurt,1 porsi (50 g),190,1g,38g,7g,240mg,0mg
Roll Susu,1 porsi (65 g),200,"4,5g",35g,5g,,"5,00g"
Pro Complex,1 gelas (36 g),130,1g,"2,5g",30g,125mg,10mg
Ultra Milk Full Cream,1 gelas (200 ml),120,6g,9g,6g,,"6,00g"
WRP On The Go,100 ml,75,"1,5g",12g,"3,5g",,"12,00g"
Fresh Milk Full Cream,1 cangkir (250 ml),170,9g,14g,7g,390mg,5mg
Es Krim Rasa Susu,1 porsi (40 g),80,"3,5g",11g,1g,,"8,00g"
Coklat Pisang,1 potong (125 ml),90,2g,16g,2g,,"2,00g"
Teh Tarik,1 botol (200 ml),120,3g,23g,1g,,"23,00g"
Fresh Milk Low Fat,100ml (100 g),40,1g,5g,3g,,4mg
Kental Manis Coklat,1 porsi (37 g),120,"3,5g",21g,1g,,"1,00g"
Soy Milk Unsweetened,1 porsi (250 ml),78,"5,5g",1g,"4,7g",175mg,2mg
Susu Rasa Sereal Stroberi,1 porsi (125 ml),80,"2,5g",14g,1g,,"1,00g"
Malt Choco,1 porsi (200 ml),190,"2,5g",40g,2g,,"2,00g"
Chil Go Stroberi,1 botol (140 ml),110,3g,17g,3g,45mg,5mg
Es Teler,1 gelas (15 g),70,2g,12g,0g,,"12,00g"
Nutrive Benecol Strawberry,100 ml,60,2g,9g,1g,,"1,00g"
Susu UHT Matcha,1 porsi (250 ml),200,8g,26g,8g,,"8,00g"
Peptibren,100 g,420,8g,64g,22g,"4,0g","0,000g"
Sun Bubur Susu Sereal Pisang,1 porsi (40 g),160,"2,5g",31g,4g,,"1,0g"
Yogurt Rasa Stroberi,1 kemasan (250 ml),250,9g,36g,6g,,"19,00g"
Prenagen Mommy,1 pack (200 ml),140,3g,22g,7g,350mg,"7,00g"
High Calcium Chocolate Milk,1 serving (200 ml),200,8g,23g,9g,,"9,00g"
Prohybrid Whey Protein,1 porsi (38 g),146,"3,5g",6g,24g,,"6,00g"
Boneeto Creamy Vanilla,1 gelas (25 g),115,"4,5g",14g,4g,300mg,5mg
Evowhey (Coklat Moka),1 sachet (35 g),140,"1,5g",8g,25g,,"25,00g"
Asia Panda,1 porsi (200 ml),120,7g,8g,6g,,"6,00g"
Fresh Milk Sea Salt,1 porsi (250 ml),250,9g,33g,8g,400mg,25mg
Susu Full Cream,1 sendok makan (35 g),180,10g,14g,8g,,5mg
Ultra Milk Rasa Stroberi,1 bungkus (125 ml),90,2g,14g,4g,,"4,00g"
Chil Go Original,1 botol (130 ml),70,2g,10g,4g,,0mg
R1 Whey Blend,1 scoop (34 g),130,2g,4g,24g,95mg,70mg
Korean Banana,1 porsi (180 g),150,"4,5g",22g,5g,"17,00g","1,000g"
Master Whey Vanilla,1 serving (38 g),150,"2,5g",7g,25g,,"25,00g"
Milk Green Tea,1 botol (310 ml),210,6g,25g,4g,,"21,00g"
Fresh Milk Pasteurized,1 porsi (200 ml),130,8g,9g,6g,,0mg
Susu UHT Rasa Stroberi,1 porsi (200 g),120,"4,5g",17g,4g,170mg,10mg
Energen Rasa Kacang Hijau,1 porsi (30 g),150,3g,24g,2g,,"2,00g"
Susu UHT Hazelnut,1 kotak (250 ml),110,"3,5g",16g,3g,0mg,0mg
Skim Milk Original,"3 sendok makan  (27,5 g)",100,0g,16g,8g,125mg,0mg
WRP Everyday Vanilla,2 sendok makan (30 g),110,1g,19g,6g,260mg,0mg
Fresh Milk,1 porsi (200 ml),130,6g,11g,7g,,"7,00g"
A2 Cows 100% Fresh Milk,1 botol (200 ml),130,7g,9g,6g,,"6,00g"
Strawberry Shake Milk,1 pack (200 ml),150,4g,22g,6g,100mg,10mg
Susu UHT Rasa Pisang,100g (100 ml),140,"4,5g",22g,4g,"2,0g","1,000g"
On The Go Kopi,1 porsi (200 ml),150,3g,23g,7g,70mg,0mg
Oatmilk,100 ml,65,3g,8g,"0,5g","1,0g","0,000g"
Materna Coklat,1 gelas (46 g),190,"4,5g",26g,9g,,"3,0g"
Low Fat Milk,1 cangkir (200 ml),80,"2,5g",9g,6g,75mg,10mg
Chocolate Taro (Botol),1 botol (200 ml),70,0g,15g,2g,,0mg
Milk Chocolate Compound,1 porsi (20 g),110,7g,11g,1g,,"11,00g"
Goldenmil,1 gelas  (30 g),120,"1,5g",22g,5g,125mg,0mg
Whey Protein,1 scoop (32 g),130,"1,5g",3g,25g,,"3,00g"
Milk Vanilla,3 tablespoons (30 g),120,"2,5g",18g,5g,"2,0g","1,000g"
Chocolate Oat M*Lk,1 porsi (200 ml),170,6g,25g,3g,,"3,00g"
Ultramimi Strawberry,1 porsi (125 ml),90,2g,14g,4g,,"4,00g"
Susu Kental Manis,1 sendok teh (10 ml),35,0g,12g,0g,"0,00g","0,000g"
On The Go Original,1 kotak (200 ml),110,3g,14g,7g,70mg,0mg
Dancow Fortigro Instant,1 sachet (27 g),120,6g,14g,5g,,"5,00g"
Soymilk Unsweetened,1 box (250 ml),120,8g,5g,7g,,"7,00g"
So Good Soy Milk Regular,1 porsi (250 ml),163,"8,8g","12,8g",8g,"0,8g","4,300g"
Susu UHT Cokelat,1 porsi (200 ml),150,"4,5g",23g,5g,,"23,00g"
Seoul Banana,1 porsi (180 ml),120,"3,5g",17g,4g,"16,00g","1,000g"
Fiberwafer Chocolate,1 bungkus (18 g),90,"4,5g",12g,1g,,0mg
Goodnes Full Cream,1 porsi (180 ml),110,6g,10g,6g,"0,0g","0,000g"
Matcha Tea Latte,1 cup reguler (500 ml),190,4g,"31,5g","6,5g",,"30,00g"
Susu Pasteurisasi Rasa Stroberi,1 porsi (150 ml),80,"4,5g",6g,5g,,"6,00g"
Lactose Free Milk Mocha,1 porsi (200 ml),190,6g,28g,6g,55mg,25mg
Susu Rendah Lemak,1 serving (200 ml),100,"1,5g",13g,7g,310mg,8mg
Gold 5X,1 porsi (40 g),120,"0,5g",19g,10g,,5mg
Etta Goat Milk,1 bungkus (25 g),110,3g,17g,3g,,"17,00g"
Full Cream Plain,1 gelas (250 ml),150,8g,12g,8g,"0,00g","2,000g"
Susu Pisang,1 porsi (250 ml),130,"2,5g",23g,3g,,"23,00g"
Thai Milk Coffee,1 botol (310 ml),210,5g,36g,4g,220mg,0mg
Platinum Hydro Whey,1 sendok (39 g),140,1g,3g,30g,180mg,10mg
Indomilk Kids Rasa Vanila,1 kotak (115 ml),80,"2,5g",11g,3g,50mg,"1,000g"
Susu Bubuk,1 porsi (40 g),170,"3,5g",27g,7g,120mg,10mg
Boneeto,1 gelas (40 g),160,4g,24g,6g,330mg,10mg
Milky Jelly,100 ml,110,2g,22g,1g,,"12,00g"
Pro Fit Cokelat,1 porsi (200 ml),140,"2,5g",24g,5g,105mg,8mg
Susu Jahe,1 bungkus (25 g),100,"1,5g",22g,1g,,"22,00g"
Non Fat Milk,100 ml,35,0g,"5,5g",3g,"0,0g","0,000g"
Junio Plain Milk,1 porsi (110 g),60,"2,5g",6g,3g,50mg,"0,220g"
Soya Milk Chocolate,1 kotak (250 ml),145,"4,8g",19g,"6,3g","0,0g","2,800g"
Susu UHT Strawberry,1 kotak (125 ml),160,4g,12g,4g,"8,00g","0,000g"
Energen Kurma,1 gelas (30 g),130,"3,5g",24g,1g,0mg,"1,00g"
Susu UHT Cokelat,1 gelas (250 ml),180,5g,28g,5g,"26,00g","1,500g"
Milk Tea Brown Sugar,1 porsi (250 g),150,5g,25g,1g,,"1,00g"
Junio Rasa Coklat,1 kotak (110 ml),80,"2,5g",10g,3g,,"3,00g"
Milk Chocolate,1 serving (25 g),135,"7,5g","14,8g",2g,,
Fresh Milk Chocolate,1 porsi (200 ml),160,7g,22g,5g,85mg,20mg
Susu Steril Stroberi,1 botol (190 ml),130,4g,20g,4g,"2,0g","0,000g"
Minuman Susu Fermentasi,1 botol (130 ml),70,0g,15g,1g,,"1,00g"
Good To Go Banana Strawberry (250ml),1 kotak (250 ml),170,"3,5g",29g,6g,"22,00g","1,000g"
Gold Pro Isolate Taro Velvet,1 scoop (30 g),110,1g,5g,27g,"5,0g","0,000g"
Almond Milk,100 ml,81,"5,4g",6g,2g,,"6,00g"
Classic Belgian Chocolate,1 bungkus (65 g),220,15g,19g,2g,,"13,00g"
Emesis,1 porsi (50 g),190,3g,32g,10g,0mg,5mg
Coffee Milk,1 gelas (30 g),120,2g,19g,5g,,"19,00g"
Gold Standard 100% Casein,1 scoop (34 g),120,1g,4g,24g,220mg,"24,00g"
Susu Rasa Melon,1 porsi (200 ml),160,"5,5g",22g,"5,2g",,"5,20g"
Ovaltine Nutri 10,1 porsi (125 ml),100,2g,18g,2g,,"2,00g"
Nutriboost Strawberry,1 botol (180 ml),90,1g,19g,1g,"0,0g","0,000g"
Entramix,100 ml,100,3g,15g,4g,,"15,00g"
Bakmi Mewah Goreng Rasa Bulgogi,1 takaran saji (50 g),200,9g,24g,6g,,"6,00g"
Meal Replacement Coklat,1 porsi (54 g),210,"1,5g",32g,14g,,0mg
Coconut Milk Unsweetened,100 ml,18,"1,8g","0,2g","0,1g",,"0,100g"
School,100 ml,65,"1,5g","10,5g",3g,,"3,00g"
3 in 1,1 bungkus (35 g),140,3g,25g,4g,0mg,4mg
Semi Skimmed Milk UHT,1 porsi (200 ml),100,3g,10g,7g,,"10,00g"
Golden Mil,1 kemasan (30 g),120,"1,5g",22g,5g,,"5,00g"
Berry Dremio,1 porsi (125 ml),90,"2,5g",14g,2g,,"2,00g"
Coklat Blueberry,1 porsi (180 ml),90,2g,15g,2g,,"2,00g"
Susu UHT Rasa Sweet Cheese,1 porsi (125 ml),80,"2,5g",12g,2g,,"2,00g"
Milku Stroberi,1 porsi (200 ml),150,4g,22g,6g,,"6,00g"
Drink Don Pedro,1 porsi (250 ml),220,10g,29g,4g,,"4,00g"
Ultra Mimi Kids Stroberi,1 kotak (125 ml),90,2g,14g,4g,,"4,00g"
Velvety Choco,1 porsi (200 ml),140,3g,22g,7g,,"22,00g"
Daily,1 gelas (40 g),150,2g,22g,12g,220mg,0mg
Susu,1 gelas (50 g),220,6g,40g,2g,,"2,00g"
Bear Brand Gold Malt Putih,1 kaleng (140 ml),110,"1,5g",19g,4g,,7mg
Pudding Susu Rasa Cappucino,1 porsi (52 g),220,4g,45g,1g,,"19,00g"
Skim Milk Chocolate,3 sendok makan (31 g),110,0g,21g,6g,"3,0g","0,000g"
Susu Bubuk Kompleta,1 sachet (35 g),130,"1,5g",23g,5g,,"5,00g"
Roti Manis Coklat Spesial,1 porsi (60 g),179,"3,5g",32g,"5,5g",,"5,50g"
Susu Kental Manis Cokelat,1 sachet (36 g),130,4g,22g,1g,,"22,00g"
Rice Milk,100 ml,50,"0,5g","10,8g","0,4g","0,5g","0,100g"
Almond Milk,100 ml,26,"2,1g","1,5g","0,6g","0,5g","0,400g"
Susu UHT Rasa Stroberi,1 kemasan (115 ml),80,"2,5g",12g,3g,,"3,00g"
Matcha Red Bean Smoothie,1 cup reguler (500 ml),384,"10,5g",67g,"4,5g",,"58,00g"
Thai Milk Tea,1 botol (310 ml),210,6g,36g,3g,,"25,00g"
Susu Tango Italian Chocolate,1 porsi (200 ml),140,5g,21g,3g,,"3,00g"
Coffee Candy White Coffee,"1 porsi (2,7 g)",10,0g,2g,0g,,"2,00g"
UHT Hi-Calcium Low Fat,1 porsi (250 ml),110,"2,5g",12g,9g,,"12,00g"
Susu Almond Mix Fiber,1 sdm (10 g),45,2g,6g,1g,"0,0g","0,000g"
Susu Steril,100 ml,65,"3,5g",5g,3g,,"5,00g"
Chocolate Strike,1 porsi (140 ml),130,6g,16g,2g,20mg,0mg
Strawberry Cheesecake,1 takaran saji (40 g),160,"3,5g",27g,6g,450mg,5mg
Entrasol Chocolate,1 sachet (22 g),80,"0,5g",14g,5g,240mg,4mg
Susu UHT Rendah Lemak Tinggi Kalsium,100 ml,40,"1,25g","4,5g",3g,120mg,5mg
Kacang Hijau,1 porsi (200 ml),70,"1,5g",12g,2g,,0mg
Fresh Jersey Milk,1 porsi (200 ml),150,9g,10g,7g,,"7,00g"
Nutri 10,1 sachet (20 g),80,"1,5g",16g,1g,160mg,"1,00g"
Sterilized Milk,1 porsi (140 ml),130,5g,17g,5g,,"5,00g"
Susu Kental Manis Full Cream Gold,4 sendok makan (40 g),140,"3,5g",24g,3g,,"3,00g"
Sea Salt Fresh Milk,1 porsi (250 ml),250,9g,33g,8g,,"8,00g"
Cashew Nut Milk Chocolate,1 sajian (40 g),230,15g,20g,4g,,"15,00g"
Low Fat Milk,100 ml,40,"1,25g","4,5g",3g,"3,00g","0,000g"
Susu Whey,1 serving (35 g),120,0g,5g,25g,"3,00g","0,000g"
Korean Strawberry Flavor,1 kotak (180 g),140,4g,21g,4g,65mg,"1,500g"
Susu Steril Plain,1 kaleng (189 ml),110,6g,10g,6g,"0,0g","0,000g"
Low Fat Milk Korean Strawberry,1 gelas (45 g),160,"0,5g",33g,7g,125mg,0mg
DPRO,1 scop (30 g),120,2g,8g,19g,180mg,2mg
Chocolate H1gh,1 porsi (250 ml),330,12g,36g,22g,110mg,0mg
Squeeze Yogurt Aloe Vera,1 takaran saji (70 g),70,2g,11g,3g,,"11,00g"
Oat Milk Barista Blend,1 porsi (200 g),130,6g,16g,1g,,"16,00g"
Fresh Milk Coffee,1 porsi (200 ml),160,6g,21g,7g,,"14,00g"
Minuman Kacang Hijau,1 porsi (180 ml),130,"1,5g",25g,4g,,"25,00g"
Mocha Latte,1 porsi (250 ml),160,"2,5g",25g,8g,55mg,0mg
Nutren Junior,1 porsi (55 g),250,10g,34g,8g,250mg,"5,000g"
Master Whey Mocha,1 serving (38 g),150,"2,5g",6g,25g,,"25,00g"
WPI Vanilla,1 porsi (30 g),110,"0,5g",2g,25g,,"2,00g"
Goodnes Kurma,1 kotak (180 ml),130,4g,21g,4g,,"4,00g"
Alpine Milk Chocolate,1 serving (25 g),140,8g,14g,2g,,"2,00g"
Gold Pro Isolate Chocolate Soul,1 scoop (35 g),140,0g,5g,27g,"4,0g","0,000g"
Choco Eclairs,1 sajian (30 g),120,"1,5g",6g,20g,,"20,00g"
Susu Vanilla,1 gelas (21 g),70,0g,13g,5g,,"13,00g"
Strawberry Milk,1 pak (200 ml),170,7g,23g,5g,60mg,20mg
Avocuddle,1 botol (220 g),160,4g,29g,3g,,"3,00g"
Whey Protein,"1 porsi (30,4 g)",119,1g,3g,24g,,"3,00g"
Teen Strawberry Milkshake,1 gelas (45 g),180,"2,5g",33g,6g,,4mg
Susu Strawberry,1 botol (200 ml),150,4g,22g,6g,,"6,00g"
Soy Milk,100 ml,63,"3,3g",5g,"3,8g",,"5,00g"
L-Men Platinum,"1 gelas (33,5 g)",130,2g,2g,25g,180mg,0mg
Mega Ring,3 keping (32 g),160,7g,22g,2g,,"2,00g"
Impact Whey Protein Salted Caramel,1 porsi (25 g),103,"1,8g","1,8g",20g,,"1,80g"
Oat Drink Chocolate,100 ml,61,"1,5g",10g,"1,2g",,"1,20g"
Rasa Jeruk,1 porsi (300 ml),120,2g,26g,1g,,"1,00g"
Fresh Milk Marie Biscuits,1 kotak (200 ml),160,5g,22g,5g,12mg,4mg
Vanilla Latte,1 takaran saji. (1 kotak kemasan) (200 ml),110,2g,18g,6g,"1,0g","0,000g"
Cerelac Susu Pisang,5 sdm (50 g),210,6g,35g,6g,,"1,0g"
Susu UHT Kids Vanila,1 kotak (115 g),80,"2,5g",11g,3g,50mg,"1,000g"
Plantprotein,1 porsi (36 g),140,"1,5g",7g,20g,"0,00g","0,000g"
Hilo Teen Taro,1 porsi (45 g),170,2g,33g,6g,"23,00g","0,000g"
Susu Jahe Coklat Swiss,1 bungkus (26 g),90,2g,16g,1g,,"16,00g"
Es Krim Cappuccino,100 g,120,6g,14g,2g,,"9,00g"
Susu Kental Manis Vanila,1 sachet (40 g),130,4g,23g,1g,,"1,00g"
Susu Vanilla Marie,1 porsi (190 g),110,4g,15g,4g,"15,00g","0,000g"
Purefarm Sweet Delight,1 porsi (225 ml),150,6g,20g,6g,,"6,00g"
Lactose Free Milk,1 porsi (200 ml),110,6g,7g,5g,60mg,15mg
Brown Sugar Milk,1 botol (250 ml),140,5g,22g,2g,,"2,00g"
Cereal Flavour Milk,1 porsi (125 ml),70,"3,5g",16g,2g,250mg,10mg
Fresco Kopi Susu,1 sachet (28 g),120,"1,5g",25g,1g,,"25,00g"
Vanilla Chocolate Sundae,1 porsi (50 ml),90,4g,11g,3g,,"8,00g"
Gold Original,1 takaran saji (35 g),130,"1,5g",22g,7g,,0mg
Tango Drink Creamio,1 porsi (125 ml),90,"2,5g",15g,3g,6mg,"3,00g"
Ideal,1 bungkus (20 g),80,3g,14g,1g,,"1,00g"
Fortigro Stroberi,1 porsi (180 ml),110,4g,16g,4g,,"4,00g"
Susu Tinggi Kalsium Rasa Stroberi (Brookfarm),1 porsi (200 ml),150,6g,16g,7g,"13,00g","0,000g"
Clevo UHT,1 porsi (115 g),80,2g,15g,2g,,"2,00g"
Susu Steril,1 botol (200 ml),120,7g,9g,6g,,"6,00g"
Mass,1 sendok (140 g),522,"2,8g",90g,34g,,"34,00g"
Fresh Milk Chocolate,1 kotak (200 ml),190,6g,26g,7g,,10mg
Susu UHT Cashew,1 pak (250 ml),220,7g,32g,6g,"20,00g","0,000g"
Coffee Freeze Hazelnut Macchiato,1 sachet (30 g),130,"3,5g",24g,1g,,"24,00g"
Kental Manis Tiga Sapi,2 sendok makan (37 g),120,"3,5g",22g,1g,,"1,00g"
Fresh Milk Plain,1 botol (200 g),120,6g,11g,6g,,"6,00g"
Biskuit Marie Susu,5 keping (31 g),130,"4,5g",23g,2g,,"2,00g"
Etta Goatmilk,100 g,68,"4,1g","4,5g","3,6g","4,50g","0,100g"
Roti Tawar Milky Soft,1 lembar (43 g),120,3g,20g,4g,"1,0g","0,000g"
Dancow Fortigro (Instant Cokelat),1 porsi (39 g),160,6g,23g,5g,,"5,00g"
Hilo Teen Yoghurt Banana,4 sendok makan (45 g),180,"2,5g",33g,6g,310mg,0mg
Susu,1 porsi (45 g),170,"0,5g",34g,7g,,"34,00g"
Almond Soya,3 sdm (45 g),190,4g,29g,9g,,"9,00g"
Rasa Mangga,1 porsi (300 ml),170,"1,5g",37g,2g,180mg,2mg
Tiramisu Milk Chocolate,"1 piece (4,5 g)",24,"1,4g","2,6g",0g,,"2,60g"
Hilo Teen Chocolate Milk,1 kotak (200 ml),130,3g,22g,5g,170mg,0mg
Rasa Kopi,1 pack (180 ml),120,3g,19g,3g,,"3,00g"
Goodnes Jahe Madu,1 kotak (180 ml),120,4g,18g,4g,,"4,00g"
Susu Steril 100% Murni,1 porsi (200 ml),120,7g,9g,6g,,"6,00g"
Hanya Untukmu Black Aren,1 porsi (220 ml),190,"3,5g",36g,3g,0mg,"3,00g"
Fresh Milk Bebas Laktosa,1 porsi (125 g),80,4g,7g,4g,,2mg
Strawberry Milkshake,1 porsi (125 ml),100,3g,14g,4g,,"4,00g"
Trimshake Vanilla,"1 sachet (53,3 g)",210,3g,24g,20g,"6,0g","0,000g"
Yogurt Blueberry,100 g,110,3g,17g,3g,,"17,00g"
Fresh Milk Caffe Latte,1 takaran saji (200 ml),170,7g,21g,7g,,"17,00g"
Isocal,1 porsi (56 g),250,9g,34g,9g,,"9,00g"
Barista Special Blend,1 sachet (25 g),100,0g,23g,1g,,"23,00g"
Susu,100 g,90,"2,5g",14g,3g,30mg,"1,000g"
Trimshake Chocolate,"1 sacet (56,9 g)",210,3g,27g,20g,200mg,10mg
Fresh Milk Strawberry,1 porsi (250 ml),160,5g,22g,5g,,"5,00g"
Low Fat High Calcium Milk,100 ml,43,"1,3g","4,8g","3,1g",,"4,80g"
Cokelat,1 pak (175 ml),135,3g,20g,6g,,10mg
Milky Stroberi,1 porsi (115 g),70,2g,10g,2g,,"2,00g"
Milky Cokelat,1 kotak (180 g),120,"4,5g",15g,4g,,"4,00g"
Batita,1 porsi (35 g),160,6g,21g,5g,,3mg
Fresh Milk Cashew,1 kotak (250 ml),220,7g,32g,6g,420mg,0mg
Susu Steril Melon,1 porsi (190 g),120,"4,5g",18g,4g,"14,00g","1,000g"
Fresh Milk Hazelnut,1 kotak (250 g),220,7g,32g,6g,410mg,30mg
Coconut Milk,1 porsi (15 ml),30,3g,0g,0g,,0mg
Milo Botol,100 ml,140,4g,23g,4g,,2mg
Susu UHT Kids Cokelat,1 porsi (115 ml),90,"2,5g",14g,3g,"14,00g","1,000g"
Minuman Susu Fermentasi Rasa Leci,1 porsi (200 ml),120,0g,28g,2g,"0,0g","0,000g"
Skim Milk Powder,3 sdm (35 g),140,0g,20g,13g,,10mg
Vanila Sachet,1 bungkus (20 g),90,2g,11g,5g,,"5,00g"
Susu Steril,1 kaleng (140 ml),130,5g,17g,5g,,"5,00g"
Lactamom,1 gelas (45 g),180,"4,5g",27g,10g,135mg,8mg
Susu UHT Rasa Stroberi,1 kotak (115 g),70,3g,10g,2g,,"2,00g"
Soyabotol Perisa Coklat,1 botol (320 g),160,2g,30g,4g,,"25,00g"
Pumpkin Spice Latte (Tall),1 porsi (325 ml),300,11g,40g,11g,,
Fresh Milk Matcha,1 kotak (200 ml),160,5g,22g,5g,400mg,0mg
Evowhey,1 sachet (35 g),140,"1,5g",8g,25g,"0,0g","0,000g"
Susu Ketan Hitam,1 pak (225 ml),140,"3,5g",22g,5g,,"5,00g"
UHT Full Cream Kids,1 porsi (115 ml),70,"3,5g",6g,3g,"5,00g","1,000g"
Yogurt Drink Original,1 botol (250 ml),180,5g,29g,5g,125mg,15mg
Hazelnut Milk Tea,1 porsi reguler (500 ml),244,"10,5g",36g,1g,,"28,50g"
Ultra Mimi Kids Full Cream,1 porsi (125 ml),80,4g,6g,4g,170mg,"4,00g"
Entrakid,3 sendok takar  (45 g),210,7g,29g,6g,270mg,0mg
Swiss Choco,1 porsi (37 g),120,"3,5g",22g,1g,,"1,00g"
Italian Coffee Latte,1 porsi (180 g),150,4g,23g,5g,,"5,00g"
Flimeal Strawberry,1 sachet (50 g),190,"2,5g",28g,16g,,"28,00g"
Susu Rasa Sereal Coklat,1 sajian (125 ml),80,"2,5g",15g,2g,,"2,00g"
Bingo Cookies Cone,1 porsi (100 ml),210,9g,28g,2g,25mg,0mg
Fortigro Full Cream,3 sendok makan (25 g),120,7g,10g,6g,,"6,00g"
Brown Sugar Oat Milk Boba,1 porsi,223,0g,0g,0g,,
Dancow Fortigro Vanilla,100 ml,70,2g,10g,2g,,"10,00g"
Nata De Coco,1 porsi (225 g),150,0g,37g,0g,,"37,00g"
Chocolate Tiramisu,1 porsi (125 ml),110,"2,5g",16g,4g,,"16,00g"
Susu Steril,1 bungkus (200 ml),130,7g,10g,6g,,"10,00g"
Macadamia Milk,100 ml,30,"1,9g","2,6g","0,5g",,"2,60g"
Goodnes Kencur,1 porsi (180 ml),120,4g,18g,4g,,"4,00g"
Jeju Choco Late,1 kemasan (180 ml),120,4g,16g,4g,"15,00g","0,000g"
Nutrishake Strawberry,1 scoop (18 g),70,"1,5g",8g,7g,,"8,00g"
Wpro Strawberry Yogurt,1 porsi (30 g),110,1g,6g,20g,,"6,00g"
WPRO Milk Tea,1 scoop (30 g),110,1g,6g,20g,,"20,00g"
Minuman Soya,1 porsi (200 ml),90,"2,5g",14g,4g,,"9,00g"
Milk Crackers,1 sajian (30 g),110,2g,20g,2g,,"20,00g"
Choco Boom,1 sachet (27 g),110,2g,23g,1g,,"1,00g"
Stacked Protein Gainer,6 scoops (327 g),1250,5g,251g,50g,"1,0g","0,000g"
Susu Cokelat,1 kotak  (110 ml),70,"2,5g",11g,2g,,"2,00g"
Non Fat Milk,1 porsi (200 ml),70,0g,11g,6g,10mg,10mg
Tiramisu,1 porsi (275 ml),165,5g,8g,"21,4g",,"8,00g"
Isolene Vanilla,1 sachet (33 g),140,"0,5g",6g,27g,,"0,00g"
Coconut Milk,100 ml,45,"3,7g",3g,"0,6g",,"3,00g"
Surabiyaki Saus Durian,1 bungkus (50 g),200,15g,14g,2g,6mg,"2,00g"
MASTER WHEY MANGO MILK SHAKE,1 serving (45 g),170,"2,5g",12g,25g,,"25,00g"
Indomilk Belgian Choco,1 kotak (180 g),150,"4,5g",22g,5g,"18,00g","1,000g"
Oat Milk Coffee,1 serving (200 ml),150,7g,21g,1g,90mg,0mg
Master Mass Caramel,1 scoop (75 g),280,2g,54g,15g,,"15,00g"
Oat Drink Vanillicious,1 box (190 ml),80,"2,5g",10g,5g,130mg,0mg
Korean Black Latte,1 serving (180 ml),120,4g,18g,4g,"1,0g","0,000g"
Korean Pink Blossom,1 kotak (180 ml),120,4g,17g,4g,"1,0g","0,000g"
Organic Soy Unsweetened,100 ml,32,"2,3g","0,4g","1,9g","0,5g","0,800g"
Hi Protein Green Tea,2 sendok takar (36 g),150,3g,15g,15g,,"11,00g"
Whey Protein Isolate Choco Malt,1 scoop (30 g),120,0g,3g,25g,,"3,00g"
Soya Drink,1 botol (300 ml),160,"4,5g",25g,6g,"21,00g","0,000g"
Lychee & Peach Flavored Milk Drink,1 porsi (200 ml),160,5g,24g,5g,85mg,20mg
Yoghurt Drink Mixed Berry,1 takaran saji (240 g),200,"3,5g",37g,4g,90mg,3mg
Milky Vanilla Cookies,1 gelas (200 ml),130,3g,20g,6g,,"6,00g"
Susu Bubuk Cokelat,1 gelas (37 g),160,5g,25g,5g,65mg,5mg
Hilo Platinum Original,1 bungkus (30 g),110,1g,15g,11g,"4,0g","0,000g"
Kido,1 porsi (115 ml),80,"2,5g",13g,2g,,"2,00g"
Aice Chocolate,1 porsi (50 g),45,2g,7g,1g,10mg,2mg
Filled Evaporated Milk,100 g,120,6g,"12,2g","4,2g",,"4,20g"
Boneeto Yummy Choco,1 porsi (25 g),100,"3,5g",15g,4g,200mg,5mg
Milk,1 sendok makan (30 g),150,6g,21g,2g,,"21,00g"
Almond Milk Chocolate (20g),1 porsi (20 g),110,7g,9g,3g,,"9,00g"
