nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Roti Isi Krim Meses,1 bungkus (40 g),170,7g,22g,3g,,"10,00g"
Roti Paratha Original,100 g,306,"8,1g","51,6g","5,8g",,
Roti Wraps,1 piece (60 g),210,7g,32g,4g,,"32,00g"
Croissant Creamy Peanut Butter,1 piece (60 g),280,17g,26g,5g,,"3,0g"
Roti Canai Original,100 g,282,"7,6g","45,7g","6,8g","26,70g","2,800g"
Roti Tawar Kupas,100 g,300,7g,49g,10g,,"4,00g"
Roti Sandwich Funwari,3 pcs (91 g),260,8g,41g,6g,,"41,00g"
Roti Panggang Mix Fruit,1 bungkus (70 g),220,5g,37g,5g,,"10,00g"
Roti Kering,1 bungkus (17 g),70,0g,0g,0g,,
Roti Sisir Manis Original,1 potong (75 g),130,6g,17g,2g,,"5,00g"
Roti Sandwich Isi Tuna Mayo Spicy,1 porsi (52 g),110,"2,5g",17g,4g,,"3,0g"
Roti Tawar Gandum,2 lembar (75 g),210,4g,36g,7g,,"7,00g"
Roti Choco Chips,2 lembar (69 g),260,11g,34g,5g,0mg,"5,00g"
Bagelen Cokelat,2 pcs (15 g),70,"3,5g",9g,2g,,
Roti Gandum Dedak,1 iris,89,"1,22g","17,21g","3,17g",175mg,0mg
Roti Panggang Gandum,1 iris,128,"2,48g","23,69g","3,86g",160mg,0mg
Beef Filone,1 porsi,350,12g,30g,12g,,700mg
Roti Isi Krim Meses,1 porsi (40 g),170,7g,22g,3g,,"10,00g"
Cheese Cake Kopi Moka,1 bungkus (50 g),180,8g,22g,4g,,"22,00g"
Pancake Mix,1 buah (50 g),180,2g,35g,5g,,"35,00g"
YC Chicken Tamago Sandwich,1 porsi (115 g),290,11g,35g,11g,,"6,00g"
Bolu Keju,1 bungkus (50 g),180,9g,20g,4g,,"20,00g"
Roti Balok Rasa Cokelat,1 porsi (50 g),180,7g,25g,4g,,"7,00g"
Croque Monsieur,1 serving,443,"18,9g","41,9g","25,5g",,
Sandwich Cheese,1 bungkus (65 g),220,10g,27g,4g,,"7,0g"
Roti Panggang Aoka,1 bungkus (38 g),140,6g,20g,3g,,"3,00g"
Paratha,1 piece (80 g),290,14g,36g,5g,,270mg
Roti Bantal Pandan,2 buah (50 g),140,1g,28g,4g,,"28,00g"
Croiss with Vanilla Cream,1 kemasan (30 g),130,6g,16g,2g,"4,00g","0,000g"
Roti Sobek Coklat Keju,2 potong (118 g),370,13g,54g,9g,,"54,00g"
Sandwich Strawberry,1 porsi (65 g),160,6g,23g,3g,,"5,0g"
Mantou Rasa Coklat,1 buah  (40 g),110,"1,5g",22g,3g,,"6,00g"
Vegan Oat Bread,1 slice (35 g),90,"1,5g","17,3g","1,8g",,"1,80g"
Roti Abon,100 g,389,10g,30g,15g,,
Roti Stick Choco Chip,2 sticks (70 g),300,13g,40g,5g,"14,00g","0,000g"
Chicken Mayo Hotdog & Potato Wedges,1 porsi (100 g),468,12g,48g,42g,,
