nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Kopi Susu,1 botol (200 ml),130,"3,5g",21g,3g,0mg,"3,00g"
Fresh Milk Banana,1 kotak (250 ml),160,5g,22g,5g,,"5,00g"
Nata De Coco,1 porsi (320 ml),140,0g,36g,0g,,"35,00g"
White Coffee,1 gelas (15 g),70,"2,5g",11g,1g,,"11,00g"
Joy Soy,100 ml,110,2g,15g,3g,,"3,00g"
Minuman,1 porsi (320 ml),220,0g,54g,0g,,"0,00g"
W'dank Kopi Bajigur,1 porsi (15 g),70,"3,5g",10g,1g,,130mg
Skim Milk Chocolate,3 sendok makan (31 g),110,0g,21g,6g,"10,00g","0,000g"
Fruit Tea Lemon,1 porsi (250 ml),100,0g,26g,0g,,"0,00g"
Lokalate Kopi Alpukat,1 porsi (15 g),70,2g,11g,1g,,"8,00g"
Nanas,1 takaran saji (13 g),50,0g,13g,0g,,"11,00g"
Water Lemon,1 botol (250 ml),100,0g,25g,0g,,"25,00g"
Apple Guava,1 porsi (250 ml),45,0g,11g,0g,,"11,00g"
Susu UHT Rasa Pisang,100g (100 ml),140,"4,5g",22g,4g,"12,00g","0,500g"
Topping Kental Manis,1 sendok teh (10 ml),35,0g,12g,0g,,"0,00g"
Sirsak,1 porsi (12 g),45,0g,12g,0g,,45mg
Kopi Plus Gula,1 bungkus (18 g),70,0g,17g,1g,,"1,00g"
Ekstrak Bengkoang,1 botol (175 ml),50,0g,13g,0g,,"0,00g"
Swiss Choco,1 porsi (37 g),120,"3,5g",22g,1g,,"22,00g"
Flimeal Strawberry,1 sachet (50 g),190,"2,5g",28g,16g,,"4,0g"
Nata De Coco,1 porsi (225 g),150,0g,37g,0g,,"2,0g"
Susu Rasa Sereal Coklat,1 sajian (125 ml),80,"2,5g",15g,2g,,"15,00g"
Cleanse Passion Power,1 sachet (15 g),60,0g,13g,1g,"0,00g","0,000g"
Fruit Tea Stroberi,1 porsi (250 ml),90,0g,24g,0g,60mg,"0,000g"
Goodnes Kencur,1 porsi (180 ml),120,4g,18g,4g,,"18,00g"
Milo Medium,1 porsi,322,8g,49g,14g,,"26,00g"
Nescafe Latte,1 porsi (240 ml),150,4g,24g,4g,,"24,00g"
Sereal Rasa Coklat,1 porsi (34 g),150,"3,5g",27g,2g,"18,00g","0,000g"
Cocopandan,1 bungkus (13 g),50,0g,12g,0g,,"0,000g"
Milo Less Sugar,1 porsi (28 g),120,3g,19g,4g,,"19,00g"
Non Fat Milk,1 porsi (200 ml),70,0g,11g,6g,,"6,00g"
Yoghurt Drink Strawberry,1 kotak (200 ml),140,"0,5g",30g,2g,,"2,00g"
Let's Be Mild Coffee,1 kaleng (175 ml),60,0g,14g,0g,"14,00g","0,000g"
Yogurt Tea,1 botol (200 ml),90,0g,23g,0g,,"23,00g"
Thai Coco Water,1 botol (310 ml),70,0g,17g,0g,,"0,000g"
Squash Delight Jeruk Florida,1 porsi (29 ml),40,0g,10g,0g,70mg,"0,000g"
Marimas Cincau,1 porsi (7 g),25,0g,7g,0g,,
Collagen,1 gelas (20 g),74,0g,14g,5g,"0,00g","0,000g"
Almond Drink,1 box (190 g),60,3g,5g,4g,,"2,0g"
Mini Guava,1 porsi (125 ml),55,0g,14g,0g,"9,00g","0,000g"
Avocado Coffee,1 sachet (14 g),60,2g,10g,1g,"1,00g","0,000g"
Sweet Kokona Drinking Chocolate,1 bungkus (35 g),35,1g,6g,0g,,5mg
Lemon Tea,1 bottle (330 ml),140,0g,36g,0g,,0mg
Collagen & Vitamin C Lychee Lemon Flavour,1 kaleng (250 ml),45,0g,10g,1g,,"0,000g"
Teh Botol Original,1 serving (225 ml),70,0g,17g,0g,,25mg
Teh Rio Gula Batu,1 porsi (180 ml),60,0g,15g,0g,"14,00g","0,000g"
Korean Strawberry Flavor,1 kotak (180 g),140,4g,21g,4g,,10mg
Hydrococo Vita-D,1 sajian (330 ml),80,0g,20g,0g,,"20,00g"
Neo Coffee Tiramisu,1 bungkus (20 g),90,2g,17g,1g,,"13,00g"
Low Fat Milk Korean Strawberry,1 gelas (45 g),160,"0,5g",33g,7g,,"7,00g"
Fruit Tea Apel,1 porsi (250 ml),120,0g,30g,0g,,55mg
Red Velvet Popping Boba,1 porsi (240 ml),160,"3,5g",27g,5g,,"27,00g"
Anggur Merah,100 g,85,0g,"2,6g","0,1g","0,60g","0,000g"
Milky Orange,1 bungkus (11 g),40,0g,10g,0g,"9,00g","0,000g"
Cranberry,1 sajian (250 ml),35,0g,9g,0g,"9,00g","0,000g"
Teh Hijau,1/2 botol (225 g),120,0g,29g,0g,,35mg
Jus Madu,1 porsi (200 ml),80,0g,19g,0g,"18,00g","0,000g"
Minuman Berkarbonasi Rasa Sarsaparila,1 kaleng (250 ml),50,0g,12g,0g,,"12,00g"
Yogurt Drink Low Fat Aloe Vera,1 botol (250 ml),200,2g,40g,4g,,"4,00g"
Up Soya,1 serving (25 g),120,"4,5g",15g,4g,0mg,"4,00g"
Flimeal,1 bungkus (50 g),190,"1,5g",28g,18g,50mg,"0,000g"
Crunch Crunch Pear,1 serving (238 ml),119,0g,30g,0g,"28,00g","0,000g"
Floridina Coco,1 sajian (175 ml),90,0g,21g,0g,,"19,00g"
Radler Blackcurrant,1 can (250 ml),110,0g,28g,0g,"22,00g","0,000g"
Junio Rasa Pisang,1 porsi (110 g),70,"2,5g",10g,2g,,"10,00g"
Brown Sugar Milk,1 botol (250 ml),140,5g,22g,2g,,"22,00g"
Madu Kurma,1 porsi (14 g),60,0g,14g,0g,25mg,"0,00g"
Susu UHT Rasa Vanila,1 saji (190 ml),130,4g,19g,4g,380mg,4mg
Yoguruto Blackcurrant (200ml),1 bottle (200 ml),90,2g,17g,4g,0mg,"4,00g"
Fresh Milk Chocolate Less Sugar,1 serving (250 ml),210,8g,27g,8g,,"8,00g"
Yogurt Drink Lychee,1 botol (250 ml),180,5g,29g,5g,220mg,"5,00g"
Tango Drink Creamio,1 porsi (125 ml),90,"2,5g",15g,3g,,"15,00g"
Teh Original,1 gelas (250 ml),80,0g,19g,0g,,"19,00g"
Jelly Shake,1 botol (340 ml),110,0g,28g,0g,0mg,"0,00g"
Soya Bean,1 serving (280 ml),160,3g,26g,7g,,50mg
Fresh Milk Almond,1 porsi (250 ml),220,"3,5g",16g,3g,,"3,00g"
Low Fat Banana,1 botol (250 ml),200,2g,38g,7g,360mg,"7,00g"
Yogurt Drink Mixed Berry,1 porsi (250 ml),190,"1,5g",38g,6g,280mg,"6,00g"
Chocolatos Chocolate Milk,1 sajian (150 ml),120,3g,20g,3g,,"20,00g"
Affogato,1 cup,125,3g,19g,4g,,
Coffee Freeze Hazelnut Macchiato,1 sachet (30 g),130,"3,5g",24g,1g,,"2,0g"
Mixed Fruit,1 botol (250 ml),190,"2,5g",36g,6g,,"5,0g"
Minuman Kedelai,1 botol (320 ml),170,"3,5g",27g,7g,0mg,"7,00g"
Fanta Rasa Stroberi,1 botol (250 g),50,0g,12g,0g,,"12,00g"
Jungle Juice Lemon,1 serving (200 ml),100,0g,25g,0g,,"1,0g"
Squash Delight,1 porsi (29 g),40,0g,10g,0g,"9,00g","0,000g"
Lemon & Grape,1 porsi (250 ml),90,0g,22g,0g,0mg,"0,00g"
Lokalate Kopi Berondong,1 porsi (15 g),70,2g,12g,1g,,"8,00g"
Susu Vanilla Marie,1 porsi (190 g),110,4g,15g,4g,75mg,3mg
Diva,1 botol (85 ml),30,0g,6g,1g,,"1,00g"
Boost Optimum,100 g,430,18g,53g,15g,"14,00g","11,000g"
Cool Time Coconut Water,1 takaran saji (200 ml),50,0g,13g,0g,,"0,00g"
Rasa Cokelat,1 pack (180 ml),140,4g,24g,3g,,"24,00g"
Sponge Crunch Cheddar Cheese,1 porsi (12 g),70,"4,5g",7g,1g,,"1,00g"
