nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Daging Babi,"1 mangkok, dimasak, potong dadu",363,"22,83g",0g,"36,64g",0g,"10,152g"
"Daging Babi Asap (Diawetkan, Di-Microwave, Dimasak)","1 iris, dimasak",38,"2,8g","0,08g","2,9g",0g,"0,315g"
"Daging Babi Asap (Diawetkan, Dipanggang, Dimasak)","1 iris, dimasak",44,"3,5g","0,11g","2,89g",0g,"0,377g"
"Daging Babi Asap (Diawetkan, Dipanggang, Digoreng, Dimasak)","1 iris, dimasak",43,"3,34g","0,11g","2,96g",0g,"0,38g"
"Daging Banteng Top Sirloin (Daging Saja, Diiris Hingga 0 cm Lemak)",100 gram (g),113,"2,4g",0g,"21,4g",335mg,"0,986g"
"Taco atau Tostada dengan Daging, Keju, Selada, Tomat dan Salsa",1 taco atau tostada,173,"10,25g","10,96g","9,67g","1,1g","4,032g"
Pizza Daging dan Sayuran (36 cm),1 iris,332,"14,82g","34,52g","14,99g","5,07g","5,15g"
"Kentang (Daging dan Kulit, tanpa Garam, Dimicrowave)",1 kentang (diameter 7 cm x panjang 12 cm),212,"0,2g","48,96g","4,93g",16mg,"0,004g"
Kacang Panggang dengan Daging Babi (Kalengan),1 mangkok,268,"3,92g","50,55g","13,13g",1047mg,"1,703g"
"Kentang Merah (Daging dan Kulit, Dipanggang)","1 sedang (diameter 5,5 cm - 8 cm)",154,"0,26g","33,89g","3,98g","2,51g","0,003g"
Dorayaki Isi Stroberi,1 porsi (55 g),170,"3,5g",32g,2g,,"2,00g"
Tawar Kupas,2 lembar (40 g),100,"1,5g",18g,4g,,"4,00g"
Roti Sandwich Rasa Pandan Isi Sarikaya,1 porsi (49 g),130,3g,23g,3g,150mg,3mg
Roti Isi Coklat Keju,1 bungkus (69 g),230,9g,32g,6g,,"32,00g"
Roti Sobek Isi Coklat Strawberry,1 potong (107 g),340,9g,57g,8g,,"8,00g"
Roti Sobek Coklat,2 potong (107 g),370,13g,56g,7g,,"7,00g"
Sandwich Cokelat,1 bungkus (49 g),150,6g,21g,3g,,0mg
Roti Sobek Cokelat Stroberi,2 potong (107 g),340,9g,57g,8g,290mg,5mg
Chiffon Pandan,1 bungkus (51 g),190,9g,22g,4g,,"4,00g"
Krim Cokelat Vanila,1 takaran saji (60 g),200,6g,32g,5g,,"5,00g"
Soes Kering Cheese,1 porsi (8 g),50,"3,5g",3g,1g,,"3,00g"
Crunchy Toast,1 porsi (25 g),130,7g,16g,2g,,"16,00g"
Sobek Duo Cokelat Sarikaya,1 sajian (54 g),180,5g,30g,4g,,"4,00g"
Sobek Duo Cokelat Keju,1 porsi (53 g),170,5g,27g,4g,,"4,00g"
Ching Ku,100 ml,40,0g,10g,0g,,0mg
Roti Tawar Gandum (2),1 lembar (70 g),180,"3,5g",31g,6g,,"6,00g"
Roti Choco Chips,2 lembar (69 g),260,11g,34g,5g,280mg,0mg
Krim Keju,1 bungkus (69 g),200,7g,31g,3g,220mg,0mg
Bagelen Almond,"1 porsi (22,3 g)",120,7g,12g,2g,,"12,00g"
Almond Bites,"1 porsi (17,2 g)",90,"4,5g",10g,2g,,"10,00g"
Ching Ku (320ml),1 kaleng (320 ml),110,0g,28g,0g,125mg,0mg
Sandwich Triple Choco Delight,1 bungkus (40 g),130,4g,19g,3g,125mg,0mg
Sandwich Klasik Margarin Manis,1 porsi (40 g),140,6g,18g,3g,,"3,00g"
Chiffon Cokelat,1 bungkus (51 g),180,8g,23g,4g,,"4,00g"
Bagelen Butter,1 kemasan (18 g),100,5g,11g,2g,,"11,00g"
Bagelen,1 porsi (18 g),90,4g,12g,2g,,"12,00g"
Adem Sari Herbal Lemon,1 botol (175 ml),60,0g,16g,0g,65mg,0mg
Kapal Api Lampung,1 cangkir (7 g),30,"0,5g",5g,1g,,"5,00g"
Adem Sari Sparkling,1 gelas  (320 ml),140,0g,35g,0g,,"35,00g"
Sari Kue Tiramisu,1 sajian (52 g),220,14g,23g,2g,,"2,00g"
Kapal Api Special,"1 sendok teh (6,5 g)",30,"0,5g",4g,1g,"2,0g","0,000g"
Sari Roti Sandwich Kacang,1 bungkus (49 g),170,7g,21g,6g,,"6,00g"
Sari Kue Brownies,1 porsi  (52 g),210,8g,30g,4g,,"4,00g"
Sari Roti,1 bungkus (42 g),120,"3,5g",19g,3g,,"19,00g"
Selera Pedas Mie Instan Goreng Pedas Nampol Rasa Sapi Pedas,1 bungkus (80 g),400,21g,45g,8g,,"8,00g"
Cup Noodles Rasa Kaldu Sapi Ala Jepang,1 porsi (66 g),300,12g,41g,7g,,"7,00g"
Mie Oven Mie Kuah Rasa Iga Sapi,1 bungkus  (50 g),200,7g,29g,6g,,"29,00g"
Roti Gandum Isi Krim Rasa Sapi Panggang,1 bungkus (50 g),180,9g,23g,4g,,"23,00g"
Sarimi Isi 2 Rasa Baso Sapi,1 bungkus (115 g),510,19g,74g,13g,,"74,00g"
Mi Instan Konnyaku Goreng Rasa Sapi,1 package (71 g),120,0g,29g,1g,,"1,00g"
Sosis Sapi dan Ayam Rasa Pedas,1 porsi (65 g),160,13g,2g,9g,410mg,0mg
Sei Sapi with Brown Rice,1 porsi,389,"13,79g","51,31g","13,79g",,
Shirataki Nasi Oseng Sapi Mercon,1 porsi,439,26g,18g,32g,,"3,0g"
Mie Gelas Rasa Baso Sapi,1 porsi (28 g),120,4g,18g,3g,,"18,00g"
Rumput Laut Sapi Panggang Korea,"1 bungkus (4,5 g)",25,2g,1g,1g,,"1,00g"
Cazva Keripik Singkong Sapi Panggang,1 porsi (20 g),100,5g,14g,0g,,"14,00g"
Mie Instan Rasa Baso Sapi,1 bungkus (77 g),360,15g,49g,7g,,"7,00g"
Tasty Bakmi Ayam Daging Ayam Asli,1 bungkus (129 g),590,22g,84g,15g,,"15,00g"
Sosis Lauk Rasa Bakso Sapi,2 buah (25 g),25,1g,1g,4g,,"1,00g"
Super Bubur Rasa Abon Sapi,1 bungkus (49 g),190,"4,5g",34g,3g,,"34,00g"
Taro Net Sapi Panggang,1 porsi (20 g),90,3g,15g,1g,210mg,0mg
Mie Goreng Rasa Sapi,1 porsi (71 g),120,0g,29g,1g,,"1,00g"
Bumbu Penyedap Rasa Sapi,1 blok (4 g),5,0g,1g,0g,,"0,00g"
Piattos Rasa Sapi Panggang,1 kemasan kecil (20 g),100,5g,12g,1g,170mg,0mg
Shirataki Nasi Daging Bumbu Maranggi,1 porsi,449,20g,65g,42g,,"8,0g"
Kecap Manis Rasa Daging Asap,1 takaran saji (15 g),35,0g,8g,0g,"0,0g","0,000g"
Supermi Extra Rasa Soto Daging,100 g,440,15g,65g,9g,,"9,00g"
Bubur Tim Daging Dan Brokoli,1 sachet (25 g),100,"1,5g",20g,3g,,"1,0g"
Sosis Sapi Kombinasi,1 porsi (25 g),50,3g,3g,2g,,"3,00g"
Chitato Sapi Panggang,16 buah (20 g),110,6g,11g,2g,,"11,00g"
Midi Sei Sapi,1 porsi,322,10g,40g,18g,,
Sosis Sapi Goreng,1 porsi (62 g),120,9g,1g,8g,,"1,00g"
Rasa Baso Sapi,1 bungkus (77 g),360,15g,49g,7g,,"7,00g"
Sapi Bumbu Bakar,1 porsi (20 ml),100,6g,11g,2g,,"11,00g"
Sosis Sapi Goreng,1 potong (30 g),60,3g,4g,3g,,"3,00g"
Bakso Sapi & Ayam,1 porsi (33 g),40,1g,2g,7g,,"7,00g"
Kacang Panjang Sapi,1 porsi (100 g),145,0g,0g,0g,,
Rasa Sapi Panggang,1 tas (20 ml),100,6g,11g,2g,,"11,00g"
Abon Sapi Original,100 g,215,24g,0g,24g,,"24,00g"
Proffle Sapi Panggang,10 keping (20 g),80,2g,11g,5g,65mg,0mg
Panchos Sapi Panggang,1 porsi (20 g),110,6g,12g,1g,90mg,0mg
Sosis Sapi Cocktail,1 porsi (50 g),90,5g,4g,6g,,
Nasi Daging Ayam Teriyaki,1 porsi (270 g),470,6g,82g,21g,,"21,00g"
Gelas Baso Sapi,1 gelas (30 g),140,6g,18g,2g,,"2,00g"
Pilus Sapi Panggang,1 porsi (20 g),100,"4,5g",14g,0g,,"1,00g"
Bakso Sapi Kuah,1 bungkus (120 g),190,9g,12g,14g,,"14,00g"
Bumbu Ekstrak Daging Ayam,1 sdt (5 g),5,0g,1g,1g,720mg,"0,000g"
Sup Mi Daging Sayur,1 sachet (28 g),130,"4,5g",18g,"3,5g",,"18,00g"
Sapi Ala Jepang,1 porsi (90 g),197,0g,0g,0g,,
Kwetiau Siram Sapi,1 porsi (191 g),409,"10,2g","52,6g","26,2g",,
Sosis Sapi Serbaguna,1 potong (30 g),60,"2,5g",5g,4g,,290mg
Rasa Sapi Panggang,1 porsi (20 g),110,6g,13g,1g,,"13,00g"
Burger Sapi,1 sajian  (50 g),90,"4,5g",9g,4g,,"4,00g"
Bakso Sapi,3 butir (50 g),110,8g,3g,7g,,460mg
Sosis Sapi,1 bungkus (60 g),130,10g,2g,8g,,"2,00g"
Sosis Sapi,1 porsi (50 g),110,6g,10g,5g,,"5,00g"
Sosis Sapi,"2 pcs (66,6 g)",140,9g,8g,7g,,"0,00g"
Sosis Sapi,1 buah (30 g),40,1g,1g,7g,,180mg
Bakso Sapi,1 bungkus (120 g),325,6g,11g,16g,,1580mg
Bakso Sapi,1 sajian (50 g),90,"3,5g",8g,6g,,"6,00g"
Sapi Panggang,1 porsi (20 ml),110,6g,11g,2g,,"11,00g"
Burger Sapi,1 potong (50 g),70,"3,5g",4g,6g,,"6,00g"
Bakso Sapi,100 g,150,6g,12g,12g,,"12,00g"
Bakso Sapi,1 takaran saji (50 g),70,3g,4g,6g,"1,0g","0,000g"
Burger Daging Ayam,100 g,230,12g,16g,14g,,510mg
Daging Analog Potongan,1 sajian (30 g),110,"0,5g",9g,16g,,"16,00g"
Daging Kelapa Muda,100 g,68,"0,9g",14g,1g,,"8,00g"
Daging Analog LS,1 porsi (50 g),180,"0,5g",16g,27g,"0,0g","0,000g"
Usus Sapi,100 g,130,"7,2g","1,5g",14g,,"1,50g"
Abon Sapi,100 g,440,17g,60g,14g,,"14,00g"
Bubur Sapi,1 porsi (125 g),30,0g,3g,4g,,320mg
Abon Sapi,1 porsi (49 g),190,"4,5g",34g,3g,,"34,00g"
Sosis Sapi,1 buah (30 g),45,"1,5g",2g,5g,,"2,00g"
Bakso Daging Ayam,100 g,270,17g,21g,8g,,"21,00g"
Daging Analog Irisan,1 porsi (40 g),140,1g,12g,21g,,"12,00g"
Burger Daging Ayam,100 g,260,13g,24g,12g,,"24,00g"
Abon Sapi,1 porsi (50 g),220,"8,5g",30g,7g,,"10,00g"
Sozzis Sapi,2 sosis (50 g),90,"3,5g",9g,5g,,"5,00g"
Abon Sapi,1 sendok makan (25 g),120,5g,13g,4g,"1,0g","0,000g"
Burger Sapi,1 slice (33 g),60,2g,6g,4g,,"0,00g"
Susu Kental Manis Tiga Sapi,100 g,120,"3,5g",22g,1g,,"1,00g"
Tic Tac Rasa Sapi Panggang,1 pak (20 g),100,"4,5g",14g,0g,,"14,00g"
Kental Manis Tiga Sapi,2 sendok makan (37 g),120,"3,5g",22g,1g,,"1,00g"
Sosis Sapi Horeca Pack,1 porsi (50 g),80,"4,5g",5g,5g,,"5,00g"
Royco Kaldu Rasa Sapi,1 porsi (230 g),0,0g,0g,0g,,0mg
Lite Rasa Sapi Panggang,1 sajian (20 g),110,7g,11g,1g,,"11,00g"
Bumbu Kari Ayam dan Daging,1 takaran saji  (6 g),20,1g,3g,1g,,"0,00g"
Shirataki Nasi Goreng Daging Asap,1 porsi,236,"14,5g","12,3g","13,1g",,"3,4g"
Sei Sapi with Potatoes,1 porsi,264,"11,79g","52,46g","12,76g",,
Malkist Rasa Abon Sapi,1 pak (18 g),80,3g,13g,2g,,"13,00g"
Sari Gandum Sandwich,1 bungkus (3 keping biskuit),140,6g,19g,2g,,"4,00g"
Sapo Tahu,2 sendok makan,150,"6,6g","2,7g","19,9g",,
Sari Gandum,"2 keping (19,5 g)",90,4g,13g,2g,,"2,00g"
Sari Kurma,1 sdm (20 g),63,0g,"15,58g","0,22g",,"0,1g"
Sapo Tahu,100 g,604,"34,6g","37,2g",45g,,
Coffee Candy White Coffee,"1 porsi (2,7 g)",10,0g,2g,0g,,"2,00g"
Delbis Special Gandum,1 porsi (39 g),190,9g,25g,3g,120mg,10mg
Signature Original Black Coffee (Botol),1 botol (200 ml),100,2g,19g,1g,,"19,00g"
Easy Drip Flores Manggarai Blend,1 porsi (10 g),45,"1,5g",7g,1g,0mg,0mg
Easy Drip Toraja Peaberry Blend,1 porsi (10 g),45,"1,5g",6g,2g,,"6,00g"
Gula Aren,1 sajian (23 g),90,"0,5g",21g,1g,,"21,00g"
Signature Original Black Coffee (Botol),1 porsi (8 g),35,1g,5g,1g,"2,0g","0,000g"
Morning Blend,1 sendok makan (7 g),30,"0,5g",5g,1g,,"1,0g"
Krim Kafe non Dairy Creamer,1 porsi (3 g),15,1g,2g,0g,,"2,00g"
White Coffee,1 porsi (200 ml),130,"2,5g",26g,1g,,"26,00g"
Special Mix,1 cangkir (25 g),100,1g,23g,1g,,"23,00g"
Less Sugar,1 sachet (21 g),100,"4,5g",14g,1g,150mg,"1,00g"
Grande,1 cangkir (150 ml),90,2g,17g,1g,,"1,00g"
Fresco Kopi Susu,1 sachet (28 g),120,"1,5g",25g,1g,,"25,00g"
Roti Gandum,1 lembar (70 g),190,"3,5g",33g,6g,250mg,0mg
Cheese Cake Kopi Moka,1 bungkus (50 g),180,8g,22g,4g,,"4,00g"
Bolu Keju,1 bungkus (50 g),180,9g,20g,4g,,"4,00g"
Cheese Cake Chocolate,1 porsi (50 g),170,8g,20g,3g,,"3,00g"
Klasik Pan Susu,1 porsi (40 g),110,1g,22g,4g,,"22,00g"
Dorayaki Custard Coklat,1 porsi (55 g),170,"3,5g",32g,4g,,"4,00g"
Roti Isi Pisang Coklat,1 bungkus (90 g),240,7g,41g,5g,,"5,00g"
Roti Isi Krim Mocca,1 porsi (60 g),200,7g,30g,5g,,"30,00g"
Roti Sobek Isi Coklat Nanas,1 potong (113 g),350,8g,60g,9g,,"9,00g"
Roti Sobek Coklat Srikaya,1 potong (107 g),330,9g,56g,7g,,"7,00g"
Roti Tawar Rasa Pandan,1 potong (74 g),210,4g,36g,7g,,"7,00g"
Choco Chip Bread,1 lembar (50 g),190,6g,29g,5g,,"5,00g"
Roti Tawar Keju,"1 lembar (68,5 g)",190,4g,32g,7g,,"7,00g"
Roti Isi Coklat,100 g,280,10g,40g,5g,,"5,00g"
Sandwich Kacang,1 bungkus (42 g),130,5g,17g,5g,240mg,0mg
Roti Kasur Susu,1 potong (54 g),170,4g,29g,5g,,"5,00g"
Chiffon Stroberi,1 buah (51 g),170,6g,23g,4g,,"4,00g"
Sandwich Gandum Tuna Mayo,1 bungkus (40 g),110,2g,20g,3g,280mg,0mg
Lapis Bamkuhen,1 bungkus (45 g),220,14g,21g,3g,30mg,35mg
Sandwich Gandum Kacang,1 potong (46 g),150,6g,19g,5g,160mg,0mg
Klasik Pan Pandan,1 takaran saji (40 g),110,"0,5g",23g,4g,"1,0g","0,000g"
Cokelat,1 porsi (66 g),250,8g,36g,5g,,"5,00g"
Roti Gandum,1 lembar (35 g),90,"3,5g",31g,6g,250mg,0mg
Roti Isi Krim Cokelat Messes,1 porsi (60 g),200,6g,31g,6g,,"6,00g"
Krim Kapucino,1 porsi (69 g),270,11g,39g,5g,270mg,0mg
Sandwich Kental Manis Putih,1 pak (40 g),100,"2,5g",17g,3g,170mg,0mg
Sandwich Pandan Srikaya,1 roti (40 g),100,"2,5g",19g,3g,,"3,00g"
Chocolate Stick,"1 stick (10,3 g)",50,"2,5g",7g,1g,10mg,0mg
Toast Bread Butter,"4 potong (31,25 g)",160,8g,18g,3g,,"18,00g"
Krim Cokelat Chocolate,1 porsi (60 g),220,8g,32g,4g,,"4,00g"
Empon Empon,1 porsi (15 g),60,0g,14g,0g,"0,0g","0,000g"
Jahe Jeruk Nipis,1 takaran saji. (1 kemasan) (30 g),120,0g,29g,0g,,"29,00g"
Sandwich Coklat,1 bungkus (42 g),120,"3,5g",19g,3g,0mg,"3,00g"
Sandwich Margarin Manis,1 porsi (40 g),150,8g,17g,2g,,"2,00g"
Sandwich Pandan Sarikaya,1 bungkus (40 g),110,"2,5g",19g,3g,,"3,00g"
Krim Moka,1 roti (66 g),200,7g,30g,5g,,"30,00g"
Roti Tawar Double Soft,1 lembar (45 g),120,"1,5g",23g,4g,,"4,00g"
Roti Sobek Coklat Keju,1 potong (107 g),350,12g,51g,9g,500mg,0mg
Roti Klasik Kasur Keju,1 potong (56 g),160,"4,5g",25g,5g,,"25,00g"
Roti Isi Krim Keju,1 bungkus (60 g),200,7g,31g,3g,,"3,00g"
Roti Sandwich Isi Krim Kacang,1 sandwich (42 g),130,"4,5g",18g,4g,,"4,00g"
Roti Isi Krim Coklat,1 buah (60 g),210,7g,32g,4g,,"4,00g"
Roti Isi Keju,1 bungkus (65 g),200,7g,30g,6g,,"6,00g"
Roti Krim Keju,1 bungkus (60 g),200,7g,31g,3g,,"3,00g"
Double Soft,1 lembar (45 g),130,2g,23g,4g,,"23,00g"
Roti Tawar Pandan,2 lembar (74 g),200,"3,5g",37g,7g,,"7,00g"
Boti Isi Margarin Meses,1 bungkus (42 g),150,6g,21g,3g,210mg,0mg
Herbal Lemon Ching Ku,1 bottle (175 ml),60,0g,16g,0g,"14,00g","0,000g"
Roti Tawar,2 lembar (74 g),200,"3,5g",36g,7g,"2,0g","0,000g"
Tesona,1 sachet (15 g),60,0g,15g,0g,,0mg
Lapis Bamkuhen Cokelat,1 porsi (45 g),220,14g,21g,4g,,"4,00g"
Tozzies,1 bungkus (25 g),130,7g,16g,2g,"2,0g","0,000g"
Wedang Jahe,"1 sachet (27,5 g)",110,0g,27g,0g,,"27,00g"
Grande Java Latte,1 kemasan (20 g),90,3g,15g,1g,,"15,00g"
Kopi,"1 porsi (6,5 g)",30,"0,5g",4g,1g,,
Coffe Candy,"1 buah (2,5 g)",10,0g,2g,0g,,"1,00g"
Kopi Susu,1 sachet (31 g),140,"3,5g",26g,1g,,"26,00g"
White Coffee,1 sachet (20 g),90,2g,17g,1g,"1,0g","0,000g"
Kopi Mocha,1 kemasan (30 g),130,"2,5g",26g,1g,,"26,00g"
Fresco Cappuccino,1 gelas (25 g),110,2g,22g,1g,,"2,0g"
Red Velvet,1 serving  (52 g),240,14g,25g,2g,,"2,00g"
Roti Gandum Tinggi Serat Pangan,2 lembar (70 g),180,"3,5g",31g,6g,,"6,00g"
Crispy Toast,"1 bungkus (7,5 g)",40,2g,5g,1g,,"5,00g"
Klasik Sisir Mentega,1 potong (51 g),180,6g,28g,3g,,"3,00g"
Roti Sobek Cheese & Spicy Cheese,1 porsi (104 g),310,10g,46g,9g,,"9,00g"
Klasik Krim Messes,1 potong (46 g),150,4g,26g,4g,,"4,00g"
Almond Cookies,"1 porsi (17,2 g)",90,"4,5g",10g,2g,,"10,00g"
Roti Tawar,1 lembar (45 g),100,"1,5g","18,5g","3,5g",,"3,50g"
Sandwich Gandum Cokelat Hazelnut,1 bungkus (40 g),130,5g,18g,3g,,"18,00g"
Sandwich Blueberry,1 porsi (42 g),110,"1,5g",21g,3g,170mg,0mg
Roti Tawar Raisin,1 lembar (40 g),120,"2,5g",23g,3g,,"3,00g"
Cheese Cake,1 pak (55 g),200,7g,25g,3g,,"3,00g"
Roti Isi Krim Tiramisu,1 buah (69 g),260,9g,40g,4g,,"4,00g"
Pisang Bolen,1 potong (50 g),163,3g,28g,"1,3g",,"2,2g"
Roti Isi Chicken Teriyaki,1 buah (72 g),200,5g,34g,7g,,"7,00g"
Roti Sisir Mentega,1 potong (55 g),190,9g,25g,4g,,"4,00g"
Roti Sandwich Isi Blueberry,1 buah (42 g),110,"1,5g",21g,3g,150mg,0mg
Roti Sandwich Isi Keju,1 porsi (42 g),110,"1,5g",20g,3g,0mg,"3,00g"
Roti Tawar Kupas,2 lembar (40 g),100,"1,5g",18g,4g,,"4,00g"
Roti Isi Selai Stroberi,1 porsi (72 g),210,3g,43g,4g,,"4,00g"
Roti Sobek Coklat Blueberry,1 potong (113 g),370,9g,62g,8g,,"8,00g"
Banana Roll,1 buah,181,"2,15g","39,83g","3,7g",96mg,"0,909g"
Burger Bun,1 bun (54 g),150,"1,5g",28g,6g,,"6,00g"
Roti Tawar Milky Soft,1 lembar (43 g),120,3g,20g,4g,"1,0g","0,000g"
Roti Tawar (2),2 lembar (74 g),200,"3,5g",36g,7g,"2,0g","0,000g"
Sandwich Krim Keju,1 bungkus (42 g),110,"1,5g",20g,3g,240mg,0mg
Herbal Lemon,1 botol (320 ml),110,0g,28g,0g,,"28,00g"
Crispy Toast Cream Vanilla,1 serving (15 g),80,"3,5g",9g,1g,,"9,00g"
Bolu Rasa Pandan,1 porsi (51 g),200,10g,23g,4g,,"4,00g"
Bolu Cokelat,1 bungkus (51 g),170,7g,22g,4g,,"4,00g"
Roti Tawar (1),1 lembar (37 g),100,"1,5g","18,5g","3,5g",,"3,50g"
Ching Ku Herbal Tea,1 kaleng (320 ml),110,0g,28g,0g,,"25,00g"
Sobek Cokelat Keju,1 sajian (107 g),350,11g,52g,10g,,"10,00g"
Roti Tawar Gandum (1),1 lembar (35 g),90,"1,75g","15,5g",3g,,"3,00g"
Roti Sandwich Isi Coklat,1 porsi (42 g),120,"3,5g",19g,3g,"2,0g","0,000g"
Dorayaki Honey Flavor,1 porsi (43 g),140,3g,25g,3g,,"3,00g"
Krim Cokelat,1 serving (60 g),200,7g,31g,5g,,"5,00g"
Roti Bantal Pandan,2 buah (50 g),140,1g,28g,4g,,"4,00g"
Susu Jahe,1 bungkus (25 g),100,"1,5g",22g,1g,,"22,00g"
Klasik Kasur Krim Messes,1 potong (60 g),210,7g,33g,5g,,"5,00g"
Dorayaki Cheese Hokkaido,1 porsi (55 g),180,5g,28g,4g,,"4,00g"
Sari Kacang Hijau Dengan Ketan Hitam,1 kotak (200 ml),130,"1,5g",27g,2g,,"2,00g"
Sari Gandum Sandwich Peanut Butter (3),3 keping (29 g),150,8g,17g,2g,,"2,00g"
Sari Gandum Sandwich Peanut Butter (4),2 keping (39 g),200,11g,22g,5g,,"8,00g"
Sari Gandum Sandwich Susu & Coklat,2 keping (29 g),150,8g,18g,2g,,"2,00g"
Sari Gandum Sandwich Susu & Coklat,4 keping (39 g),200,10g,25g,3g,,"9,00g"
Minuman Sari Kacang Hijau,1 bungkus (250 ml),80,0g,19g,2g,,"2,00g"
Soya Milk Sari Kedelai,1 botol (300 g),260,6g,42g,10g,,"18,00g"
Tamarin Permen Sari Asam,"2 butir (5,4 g)",20,0g,5g,0g,,"4,00g"
Minuman Sari Buah Apel,1 gelas  (250 ml),50,0g,13g,0g,,"13,00g"
Ultra Sari Kacang Ijo,1 bungkus (250 ml),110,0g,26g,2g,65mg,0mg
Sari Asem Asli,1 kotak (250 ml),140,0g,32g,0g,,"29,00g"
Sari Kacang Hijau,100 ml,55,0g,13g,1g,"3,5g","0,000g"
Sari Kacang Hijau,1 porsi (150 ml),80,0g,20g,1g,50mg,0mg
Minuman Sari Kedelai,1 gelas (200 ml),110,"2,5g",18g,5g,,"15,00g"
Sari Gandum Sandwich,4 sandwich (39 g),200,10g,25g,3g,,"9,00g"
Biskuit Sari Gandum,"1 keping (19,5 g)",90,4g,13g,2g,,"2,00g"
Sari Kacang Hijau,100 ml,40,0g,"9,5g",1g,,"2,5g"
Sari Kacang Ijo,1 kotak (200 ml),110,0g,26g,2g,"7,0g","0,000g"
Sari Buah Sirsak,1 gelas (250 ml),120,0g,29g,0g,25mg,0mg
Sari Kurma TJ,1 sdm (15 g),50,"0,01g",12g,0g,,"0,0g"
Sari Kacang Hijau,1 bungkus (200 ml),80,0g,19g,2g,35mg,0mg
