nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Almond Bites,"1 sajian (17,2 g)",90,"4,5g",10g,2g,,"10,00g"
Almond Milk,1 saji (30 g),140,6g,17g,4g,0mg,"4,00g"
Kacang Bumbu,100 g,530,30g,39g,24g,,"39,00g"
Kacang Atom,100 g,540,32g,47g,16g,,0mg
Kacang Kulit,1 porsi (28 g),150,9g,9g,8g,,"8,00g"
Kacang Atom,100 g,533,"38,1g","28,8g","27,8g",0mg,0mg
Almond Bites,"5 potong (17,2 g)",90,"4,5g",10g,2g,,"10,00g"
Almond Milk,1 gelas (250 ml),66,"5,2g","3,8g","1,5g","0,5g","1,000g"
Chocolate Almond,1 porsi (90 ml),150,10g,12g,2g,,"12,00g"
Kacang Koro,100 g,45,16g,56g,20g,,"56,00g"
Kacang Telur,1 bungkus (25 g),140,9g,13g,1g,95mg,0mg
Selai Kacang,1 porsi (30 g),160,10g,11g,8g,,"3,00g"
Kacang Bogor,100 g,370,6g,65g,16g,,
Kacang Sangrai,1 cangkir (25 ml),160,12g,4g,7g,,"4,00g"
Kacang Hijau,1 sachet (35 g),150,"3,5g",27g,3g,,"3,00g"
Kacang Campur,100 g,150,7g,14g,7g,,"14,00g"
Kacang Hijau,100 g,370,2g,63g,25g,"16,0g","0,400g"
Selai Kacang,1 sdm (15 g),90,7g,3g,4g,,"3,00g"
Cafe Almond Latte,1 porsi (250 ml),150,7g,18g,4g,"15,00g","0,500g"
Gluten Free Kale Noodle,1 porsi (76 g),290,3g,64g,1g,"5,0g","0,000g"
Blackthins,4 keping (25 g),130,6g,16g,1g,,"1,00g"
Healthy Cookies Blackmond,3 cookies (30 g),160,10g,17g,1g,"6,00g","4,000g"
Macaroni & Cheese,1 porsi (115 g),470,13g,69g,18g,,"18,00g"
Cassava Pasta Fusilli Singkong,100 g,370,"2,5g",84g,2g,"7,0g","0,000g"
Tepung Mocaf,100 g,360,0g,86g,2g,,"8,0g"
Gluten Free Beet Noodle,1 porsi (76 g),280,2g,64g,1g,"5,0g","0,000g"
Cheesethins,1 porsi (20 g),100,4g,11g,3g,"1,00g","2,000g"
Veggie Noodle Red Spinach,1 porsi (75 g),280,"4,5g",53g,6g,,"3,0g"
Blackmond,2 pieces (30 g),160,9g,18g,1g,85mg,"2,300g"
Tepung Bumbu Serbaguna,1 porsi (50 g),170,"0,5g",40g,1g,,"1,00g"
Tepung Bakwan,1 porsi (18 g),60,0g,15g,1g,290mg,0mg
Veggie Noodle Tomato,1 porsi (75 g),270,"3,5g",53g,7g,,"2,0g"
Veggie Noodle Basil & Garlic,1 porsi (75 g),270,"4,5g",52g,6g,,"1,0g"
Puff Pastry Square,1 piece (40 g),180,9g,22g,3g,,"3,00g"
Roti Wraps,1 piece (60 g),210,7g,32g,4g,0mg,"4,00g"
Tepung Pisang Goreng,1 porsi (20 g),70,0g,18g,0g,"2,0g","0,000g"
Pumpberry Healthy Cookies,2 potong (30 g),100,10g,17g,2g,,"2,0g"
Paratha,1 piece (80 g),290,14g,36g,5g,,"36,00g"
Malaysian Roti Chanai,1 piece (60 g),200,8g,28g,4g,"1,0g","0,000g"
Krupuk Bawang,6 keping (30 g),80,7g,1g,3g,,"3,00g"
Disco Original,1 takaran saji (30 g),120,10g,4g,3g,,"3,00g"
Ayam Gepuk Sambal Bawang with Nasi Uduk + Tahu Kukus Bumbu Kacang,1 porsi,463,11g,49g,42g,,"6,0g"
Ayam Taliwang with Nyonya Herb Rice + Teri Kacang Balado,1 serving,459,11g,49g,41g,,"6,0g"
Sari Kacang Hijau Dengan Ketan Hitam,1 kotak (200 ml),130,"1,5g",27g,2g,,"2,00g"
Kue Pia 100 Rasa Kacang Hijau,1 keping (25 g),100,3g,17g,2g,,15mg
Selera Pedas Rasa Saus Kacang Pedas,1 pack (80 g),380,17g,48g,9g,,"9,00g"
Tummy Yogurt Coconut Almond With Coconut Slices,1 porsi (80 g),90,"1,5g",17g,3g,,5mg
Lofet Kacang Rasa Daun Jeruk,1 porsi (25 g),140,10g,6g,8g,,"6,00g"
Funwari Roll Kacang Merah Mentega,1 bungkus (67 g),220,7g,33g,4g,,"4,00g"
Rosta Kacang Panggang Rasa Pedas,1 porsi (11 g),60,"2,5g",6g,2g,,"6,00g"
Kacang Koro Rasa Rumput Laut,1 takaran saji (18 g),80,"2,5g",12g,3g,,"12,00g"
Dark Chocolate with Honey & Almond Nougat,1 porsi (25 g),140,8g,15g,2g,"10,00g","2,500g"
Mini Pau Isi Kacang Merah,1 buah (25 g),80,"1,5g",14g,2g,"0,0g","0,000g"
Roti Sandwich Isi Krim Kacang,1 sandwich (42 g),130,"4,5g",18g,4g,,"4,00g"
Iced Coffee Latte with Almond Milk,1 porsi (180 ml),80,"4,5g",8g,1g,,"8,00g"
Lu Ve Choco Almond Milk,1 porsi (90 ml),120,5g,18g,1g,,"18,00g"
Cranberry & Almond 100% Natural Granola,1 porsi (50 g),230,8g,35g,5g,,"11,00g"
Brown Sugar Almond Cheese Cookies,4 keping (25 g),141,9g,10g,4g,,
Roll Kacang Merah Mentega,1 porsi (67 g),220,7g,33g,4g,,"4,00g"
Cokelat Dengan Kacang Hazel,3 buah (38 g),220,15g,16g,3g,,"16,00g"
Selai Kacang Mete Original,1 porsi (15 g),97,"8,5g","4,8g",5g,"0,5g","2,100g"
Kacang Telur Medan Premium,1 porsi (20 g),110,8g,10g,1g,,"2,00g"
Kacang Jepang Garlic Flavor,1 bungkus (23 g),130,7g,10g,5g,"3,0g","0,000g"
Sari Roti Sandwich Kacang,1 bungkus (49 g),170,7g,21g,6g,,"6,00g"
Minuman Sari Kacang Hijau,1 bungkus (250 ml),80,0g,19g,2g,,"2,00g"
Kacang Kulit Rasa Bawang,9 buah (25 g),130,8g,8g,7g,,"8,00g"
Sukro Kacang Bersalut BBQ,1 porsi (18 g),90,"3,5g",12g,1g,,"12,00g"
Roti Ogura (Kacang Merah),1 bungkus (67 g),190,2g,37g,6g,125mg,3mg
Energen Rasa Kacang Hijau,1 porsi (30 g),150,3g,24g,2g,,"2,00g"
Frost Bite Kacang Hijau,1 batang (50 ml),120,6g,16g,1g,,"11,00g"
Kacang Dalam Saus Tomat,1 porsi (115 g),110,"0,5g",22g,5g,,"22,00g"
Es Krim Kacang Hijau,100 ml,100,5g,11g,2g,,"6,00g"
Kacang Kulit Roasted Peanuts,1 porsi (60 g),370,29g,11g,17g,,240mg
Biskuit Rusk Kacang Hijau,2 keping (21 g),90,2g,17g,2g,0mg,0mg
Bakpia Rasa Kacang Hijau,2 biji (60 g),210,9g,27g,5g,,"27,00g"
Dung Dung Kacang Hijau,1 porsi (38 ml),90,5g,10g,1g,,"10,00g"
Kacang Mete Rasa Madu,10 butir (30 g),180,13g,10g,6g,,"4,00g"
Kacang Jepang Spicy Flavor,1 porsi (25 g),130,8g,11g,3g,115mg,0mg
Mix Nuts Aneka Kacang,1 porsi (30 g),180,12g,10g,7g,105mg,0mg
Dark Chocolate Crunchy Almond Butter,1 porsi (5 g),29,"2,35g","1,35g","0,85g",,0mg
Petite Honey Butter Almond,1 porsi (15 g),86,6g,6g,3g,,
Almond & Cashew Chocolate Granola,1/2 cup (40 g),191,8g,27g,4g,,"9,00g"
Gourmet Almond Honey & Sesame,1 porsi (30 g),182,14g,"7,9g","6,2g",,86mg
Susu Almond Barley Soya,100 ml,40,"0,75g",6g,2g,35mg,0mg
"Apricot, Sultana & Almond Muesli",1 porsi (45 g),200,5g,30g,9g,"5,0g","1,500g"
Gourmet Almond Dark Chocolate,1 porsi (30 g),181,14g,"7,7g","6,2g",,31mg
Almond Breeze Unsweetened Original,1 porsi (180 ml),25,2g,1g,1g,,"1,00g"
Dung Dung Kacang Merah,1 bungkus (38 g),120,7g,11g,1g,"1,0g","0,000g"
Mueslix Raisin & Almond Crunch,1 porsi (45 g),180,3g,33g,4g,40mg,0mg
Kacang Jepang Garlic Flavor,100 g,140,8g,11g,5g,60mg,0mg
Roti Sandwich Cokelat Kacang,1 bungkus (96 g),290,9g,45g,7g,,"7,00g"
Vegan Ferrero Almond Butter,1 porsi (5 g),28,"2,2g","1,43g","0,63g",0mg,0mg
Dark Chocolate & Almond Granola,1 porsi (30 g),140,5g,20g,4g,83mg,0mg
Almond Dairy Milk Chocolate,1 porsi (27 ml),160,10g,12g,3g,,"12,00g"
Almond Milk Original Unsweetened,1 botol (180 ml),60,5g,1g,2g,"0,0g","0,000g"
Gourmet Almond Chili & Lime,1 porsi (30 g),184,14g,"7,7g","6,4g",,181mg
Almond Milk Chocolate (20g),1 porsi (20 g),110,7g,9g,3g,,"9,00g"
Minuman Kacang Hijau,1 porsi (180 ml),130,"1,5g",25g,4g,,"25,00g"
Kacang Koro Original,1 porsi (18 g),80,3g,10g,4g,"0,0g","0,000g"
Kacang Kapri Spicy,1 porsi (28 g),180,15g,4g,8g,120mg,0mg
Kacang Rasa Bawang,10 biji (28 ml),180,14g,6g,7g,,"6,00g"
Sari Kacang Hijau,100 ml,55,0g,13g,1g,"3,5g","0,000g"
Kacang Polong Mas,1 bungkus (18 g),80,"3,5g",11g,3g,,"11,00g"
Sukro Kacang Polong,1 kemasan (140 g),120,5g,17g,1g,,"17,00g"
Oat 8 Rasa Almond,"1 porsi (28,5 g)",140,6g,18g,3g,15mg,10mg
Almond & Pine Nuts Soymilk,1 box (200 ml),130,5g,16g,5g,200mg,0mg
Kacang Panjang Sapi,1 porsi (100 g),145,0g,0g,0g,,
Kacang Atom Pedas,100 g,510,26g,57g,11g,,"57,00g"
Sandwich Gandum Kacang,1 potong (46 g),150,6g,19g,5g,160mg,0mg
Kacang Mede Asin,1 porsi (40 g),250,19g,11g,8g,,"2,00g"
Rasa Kacang Hijau,1 sachet (35 g),150,"3,5g",27g,3g,,"3,00g"
Choco Hazelnut Almond Butter,1 porsi (5 g),35,3g,1g,1g,,
Kacang Polong Tepung,100 g,480,20g,63g,11g,,"9,00g"
Kacang Hot Senza,1 porsi (25 g),130,7g,13g,4g,,"13,00g"
Cerelac Kacang Hijau,1 sachet (20 g),90,"2,5g",14g,2g,0mg,0mg
Kacang Atom Pedas,1 takaran saji (30 g),150,8g,18g,2g,,"18,00g"
Noga Kacang Wijen,100 g,530,29g,49g,18g,240mg,0mg
Jus Kacang Kedelai,1 botol (350 ml),220,3g,45g,4g,,"11,0g"
Jus Kacang Merah,1 botol (350 ml),220,4g,43g,3g,,"12,0g"
Kacang Koro Pedas,1 porsi (18 g),80,3g,10g,3g,,"3,00g"
Bubur Aneka Kacang,1 bungkus (180 g),250,7g,39g,7g,,"7,00g"
Energen Kacang Hijau,1 sachet (30 g),130,3g,24g,2g,,"2,00g"
Sari Kacang Hijau,1 porsi (150 ml),80,0g,20g,1g,50mg,0mg
Platinum Kacang Hijau,3 scoops (39 g),150,"1,5g",8g,25g,190mg,0mg
Funwari Cokelat Kacang,1 porsi (91 g),270,8g,43g,7g,,"43,00g"
Kacang Bawang Jumbo,1 porsi (25 g),160,13g,4g,6g,,"4,00g"
Selai Cokelat Kacang,1 sendok makan (14 g),90,6g,6g,2g,,"2,00g"
Rosta Kacang Panggang,1 bungkus (30 g),130,5g,16g,5g,,"2,0g"
Kacang Atom Pedas,1 porsi (30 g),160,10g,14g,4g,,"2,00g"
Kacang Hijau with Soy Milk,1 kotak (200 ml),110,"2,5g",18g,6g,,"10,00g"
Kue Pia 100 Kacang Hijau,1 keping (25 g),100,3g,17g,2g,,"17,00g"
Nut Bar Choco Almond Crunch,1 bar (30 g),170,11g,13g,5g,40mg,0mg
Hula Hula Kacang Hijau,1 porsi (45 ml),110,6g,13g,1g,16mg,0mg
Ultra Sari Kacang Ijo,1 bungkus (250 ml),110,0g,26g,2g,65mg,0mg
Sereal Rasa Kacang Hijau,1 botol (200 ml),160,4g,28g,3g,,"3,00g"
"Granobar Dates, Almonds & Chia Seeds",1 bar (35 g),160,6g,24g,3g,,"3,00g"
"Granobar Chocolate, Almonds, & Cashews",1 porsi (35 g),180,9g,21g,4g,,"4,00g"
Dry Roasted Almonds,1 serving (30 g),200,17g,5g,7g,,"1,00g"
Almon Mix Alpukat,1 porsi (30 g),140,5g,21g,1g,,"1,00g"
Natural Baked Almonds,1 hidangan (50 g),289,"23,2g","8,3g","11,4g",3mg,0mg
Dark Milk Almonds,1 serving (20 g),114,"7,4g","9,6g","2,3g",15000mg,0mg
Semi Sweet Almonds,1 porsi (20 g),120,8g,9g,3g,40mg,0mg
Almon Mix,1 porsi (30 g),130,"4,5g",21g,2g,,"2,00g"
Roasted Almonds,100 g,623,"56,1g","6,2g","23,3g",1mg,0mg
Salted Almonds,1 kemasan (25 g),160,13g,6g,5g,,"1,00g"
Honey Almonds,1 bungkus (25 g),150,11g,8g,5g,,"1,00g"
Mie,100 g,367,0g,"88,33g",0g,,"3,3g"
Sohun,1/2 kemasan (30 g),105,0g,26g,0g,33mg,0mg
Sohun,1 kemasan (60 g),210,0g,53g,0g,65mg,0mg
Sohun Jagung,1 porsi (60 g),220,0g,54g,0g,,0mg
Mix Fibe Powder Drink,100 g,40,1g,8g,1g,"3,0g","0,000g"
Korean Beef Mushroom,1 bungkus (94 g),250,1g,57g,2g,"11,0g","0,000g"
Pumpberry Cookies,2 cookies (30 g),170,9g,17g,2g,,"2,0g"
All Purpose Cassava Flour,100 g,360,0g,88g,1g,35mg,0mg
Cassava Pasta Macaroni & Cheese,1 porsi (115 g),470,13g,69g,18g,44mg,"3,000g"
Veggie Noodle Moringa Leaves,1 porsi (75 g),280,4g,54g,6g,,"3,0g"
Pancake Mix,100 g,390,"0,5g",94g,2g,340mg,0mg
Cassava Pasta Bolognese,1 porsi (50 g),150,5g,27g,2g,,"2,00g"
Veggie Noodle Kale Leaves,1 porsi (75 g),280,"4,5g",52g,7g,,"3,0g"
