nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Power Cap Banana,1 porsi (130 ml),150,"4,5g",27g,1g,,"27,00g"
Go Mango,1 es krim (70 ml),80,"0,5g",19g,0g,,"16,00g"
Cool Mango,1 stick (70 g),80,3g,14g,1g,,30mg
Royal Choco Brownies,100 ml,170,7g,24g,2g,,"15,00g"
Cool Watermelon Apple,1 porsi (48 g),30,0g,6g,0g,,"6,00g"
Mochi Red Bean,1 serving (45 ml),60,"0,5g",13g,0g,,"0,00g"
Sweet Corn Ice Cream,1 porsi (98 ml),80,"2,5g",13g,1g,"9,00g","0,500g"
Chocolate Vanilla Choco Chunk,100 ml,150,8g,17g,2g,,
Gold Ribbon Cookie Creamy,100 ml,210,13g,19g,3g,,80mg
Waku Waku Orange Loop,1 porsi (55 ml),60,"1,5g",11g,0g,,"9,00g"
Espessia,100 ml,110,5g,15g,2g,,"15,00g"
Kul Kul Igloo Chocolate,1 porsi (50 g),70,2g,11g,2g,,45mg
Waku Waku Chewy Grape,1 porsi (55 ml),120,2g,25g,0g,,
Mochi Strawberry,1 sachet (45 g),80,"1,5g",16g,1g,,"7,00g"
Gold Ribbon Chocolate,100 g,220,13g,21g,5g,,100mg
Choc Rocks Bar Vanilla Nuts,1 porsi  (65 ml),150,11g,10g,2g,,"8,00g"
Coffee Regal,1 bungkus (58 ml),140,8g,15g,1g,,"11,00g"
Frost Bite Choco Nut & Cashew,1 bungkus (65 ml),120,6g,13g,2g,,"9,00g"
Haku Double Crispy Choco Monaka,100 ml,140,6g,20g,2g,,"9,00g"
2 In 1 Colors,1 sajian (35 ml),70,3g,9g,1g,,10mg
Feast Pop,1 sajian (64 ml),180,11g,19g,2g,"14,00g","2,000g"
Dracookie,100 g,68,3g,5g,5g,,
Strawberry Choco,1 porsi (65 ml),130,8g,13g,1g,,"6,00g"
Magnum Mini Almond,1 serving (36 g),130,8g,12g,2g,15mg,"2,000g"
Haku Blueberry Cheesecake,100 ml,120,"3,5g",20g,2g,,40mg
Frost Bite Tutti Frutti,1 stick (70 ml),90,"2,5g",15g,1g,,"15,00g"
Choco Berry,1 sajian (40 g),45,"1,5g",8g,1g,,"7,00g"
Avocado Choco & Mocha,100 ml,140,8g,14g,2g,,"14,00g"
Solero Fruit Mangga,1 porsi (65 ml),70,0g,16g,0g,"14,00g","0,000g"
Cornetto Black Hojicha,1 cone (135 ml),230,9g,34g,3g,,"3,00g"
Belgian Berry Choco,1 porsi (90 ml),120,7g,11g,2g,,"2,00g"
Coco Taro,1 cup (90 ml),70,"1,5g",13g,1g,,"13,00g"
Waku Waku Choco Pop,1 porsi (30 ml),40,"1,5g",6g,0g,,"5,00g"
Mulberry Red Velvet,1 porsi (70 g),240,18g,24g,2g,,44mg
Frost Bite Matcha Ogura Mochi,1 porsi (46 ml),120,"1,5g",28g,1g,,"10,00g"
Durian Ice Cream,100 ml,100,5g,12g,2g,,"7,00g"
Tiramisu Ice Cream,100 ml,140,6g,20g,3g,,"13,00g"
Classic Belgian Chocolate,1 bungkus (65 g),220,15g,19g,2g,,35mg
Chocolate Max Cone,100 g,170,10g,19g,2g,,"2,00g"
Summer Barz Frozen Berry,1 porsi (55 ml),60,0g,14g,0g,0mg,"0,00g"
Fruit Twister,1 stik (60 ml),90,3g,14g,1g,0mg,"1,00g"
Double Cookie Strawberry,1 porsi (60 ml),150,9g,17g,1g,,"17,00g"
Cornetto,1 cone (110 ml),240,11g,33g,2g,,"2,00g"
Ice Milk Sandwich Red Bean,1 serving (70 ml),80,2g,15g,1g,,"1,00g"
Markisa,1 porsi (55 ml),40,0g,11g,0g,"10,00g","0,000g"
Oreo Cookies & Cream Ice Cream,100 g,140,8g,17g,2g,,"17,00g"
Chocolate Mochi,1 porsi (45 g),60,2g,11g,0g,"5,00g","0,000g"
Kit Kat Ice Cream,1 porsi (85 g),243,"15,7g","21,8g","3,6g",,"4,300g"
Es Krim Rasa Cokelat,100 ml,100,"4,5g",12g,2g,,"3,00g"
Ice Cream Choco Cookies,1 bungkus (60 g),220,16g,18g,2g,,20mg
Vanilla Ice Cream,100 ml,100,5g,12g,2g,,"7,00g"
Magnum Macadamia Salted Caramel,1 pack (80 ml),230,14g,21g,3g,,"3,00g"
Magnum Bali Series Coconut,1 porsi (80 ml),220,15g,19g,2g,"16,00g","3,500g"
Calippo,1 porsi (77 ml),60,0g,16g,0g,0mg,"0,00g"
Crunchy Matcha Cheese,1 porsi (73 g),180,9g,23g,2g,,"19,00g"
Waku Waku Choco Pop,1 stick (30 g),40,"1,5g",6g,0g,,"5,00g"
Es Thai Tea,1 porsi (35 ml),45,"1,5g",7g,1g,"5,00g","0,500g"
Extra Creamy Classic Vanilla,100 ml,100,"3,5g",16g,2g,"12,00g","0,000g"
Mochi Vanilla,1 bungkus (30 g),60,"1,5g",11g,1g,,"1,00g"
Jagung,1 bungkus (52 g),100,"3,5g",11g,1g,,"8,00g"
Baby Shark,1 stik (60 ml),50,0g,12g,0g,0mg,"0,00g"
Chocolava,1 sajian (50 ml),100,9g,5g,1g,,
Feast Wich,1 eskrim (120 ml),230,10g,31g,3g,15mg,"1,500g"
Magnum Double Berry,1 porsi (95 ml),260,16g,27g,2g,,"4,500g"
Jcone Black Pink,1 cone (90 ml),160,7g,23g,2g,,"14,00g"
Vanila Milkshake,1 porsi (50 g),90,6g,9g,1g,,20mg
Jeruk,1 sajian (60 g),60,0g,13g,0g,,0mg
Petit Grape,1 bungkus (35 ml),40,0g,9g,0g,,
Hula-Hula Tape Ketan Hitam,1 porsi (45 ml),100,5g,11g,1g,,"1,00g"
Magnum Double Chocolate,1 sajian perkemasan (95 ml),260,17g,24g,3g,50mg,"4,500g"
Choco Blast,1 porsi (48 g),80,3g,11g,1g,,"11,00g"
Frost Bite Tutti Frutti,1 porsi (70 ml),90,3g,17g,1g,,"13,00g"
Red Bean,1 bungkus (75 g),110,3g,17g,1g,,"17,00g"
Haku Matcha Monaka,1 piece (90 ml),120,6g,14g,1g,,"14,00g"
Frost Bite Mochi,1 porsi (46 ml),120,1g,27g,1g,,"10,00g"
Paddle Pop Twister Fruity,1 porsi (58 ml),75,"1,5g",15g,1g,,"15,00g"
Populaire Coco Taro,1 cup (90 ml),70,"1,5g",13g,1g,,"1,0g"
Cornetto Boba Brown Sugar Cheese,1 cone (135 ml),220,8g,34g,3g,"21,00g","0,000g"
Choco Lava Mochi,1 bungkus (46 ml),120,1g,27g,1g,0mg,"1,00g"
Matcha Mood,100ml (100 g),83,"2,8g","7,5g","7,2g",,
Paddle Pop Twister Mermaid,1 bungkus (55 ml),70,"1,5g",14g,1g,"11,00g","0,000g"
Black Forest Cake Ice Cream,100 ml,100,4g,16g,2g,"11,00g","0,000g"
Ice Cream,100 ml,100,4g,16g,2g,,"11,00g"
