nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Mcdonalds Crispy Garlic White Cheddar Chicken Sandwich,100 gram (g),700.0,34g,67g,33g,1190mg,85mg
Mcdonalds Hamburger,100 gram (g),250.0,8g,31g,13g,480mg,30mg
Mcdonalds Lobster Roll,100 gram (g),290.0,5g,35g,24g,630mg,65mg
Mcdonalds Maple Bacon Dijon 1/4 lb Burger,100 gram (g),640.0,36g,40g,37g,1260mg,110mg
Mcdonalds Grilled Maple Bacon Dijon Chicken Sandwich,100 gram (g),580.0,21g,50g,48g,1890mg,135mg
Mcdonalds Crispy Maple Bacon Dijon Chicken Sandwich,100 gram (g),740.0,35g,69g,39g,1780mg,95mg
Mcdonalds McChicken,100 gram (g),350.0,15g,40g,15g,600mg,40mg
Mcdonalds McDouble,100 gram (g),380.0,18g,34g,23g,840mg,70mg
Mcdonalds McRib,100 gram (g),480.0,22g,45g,25g,870mg,80mg
Mcdonalds Pico Guacamole 1/4 lb Burger,100 gram (g),580.0,33g,41g,29g,920mg,95mg
Mcdonalds Grilled Pico Guacamole Chicken Sandwich,100 gram (g),520.0,18g,50g,40g,1540mg,115mg
Mcdonalds Crispy Pico Guacamole Chicken Sandwich,100 gram (g),680.0,32g,69g,31g,1430mg,80mg
Mcdonalds Premium Buttermilk Crispy Chicken Deluxe Sandwich,100 gram (g),570.0,23g,64g,28g,1050mg,60mg
Mcdonalds Premium Crispy Chicken Deluxe Sandwich,100 gram (g),530.0,22g,59g,25g,1000mg,45mg
Mcdonalds Quarter Pounder® with Cheese,100 gram (g),530.0,27g,41g,31g,1090mg,100mg
Mcdonalds Signature Sriracha Burger,100 gram (g),670.0,35g,56g,32g,1010mg,95mg
Mcdonalds Grilled Signature Sriracha Chicken Sandwich,100 gram (g),560.0,20g,56g,41g,1550mg,115mg
Mcdonalds Crispy Signature Sriracha Chicken Sandwich,100 gram (g),730.0,33g,75g,32g,1430mg,80mg
Mcdonalds Sweet BBQ Bacon 1/4 lb Burger,100 gram (g),690.0,37g,51g,38g,1310mg,110mg
Mcdonalds Grilled Sweet BBQ Bacon Chicken Sandwich,100 gram (g),630.0,22g,61g,48g,1930mg,135mg
Mcdonalds Crispy Sweet BBQ Bacon Chicken Sandwich,100 gram (g),800.0,36g,80g,39g,1820mg,95mg
Mcdonalds 3 piece Buttermilk Crispy Chicken Tenders,100 gram (g),370.0,21g,16g,28g,910mg,70mg
Mcdonalds 4 piece Buttermilk Crispy Chicken Tenders,100 gram (g),480.0,28g,21g,38g,1290mg,95mg
Mcdonalds 6 piece Buttermilk Crispy Chicken Tenders,100 gram (g),760.0,44g,32g,58g,1890mg,145mg
Mcdonalds 10 piece Buttermilk Crispy Chicken Tenders,100 gram (g),1210.0,70g,52g,94g,3230mg,240mg
Mcdonalds 12 piece Buttermilk Crispy Chicken Tenders,100 gram (g),1510.0,88g,64g,115g,3770mg,295mg
Mcdonalds 20 piece Buttermilk Crispy Chicken Tenders,100 gram (g),2430.0,141g,103g,186g,6080mg,475mg
Mcdonalds 4 Piece Chicken McNuggets,100 gram (g),180.0,11g,11g,10g,340mg,30mg
Mcdonalds 6 Piece Chicken McNuggets,100 gram (g),270.0,16g,16g,15g,510mg,45mg
Mcdonalds 10 Piece Chicken McNuggets,100 gram (g),440.0,27g,26g,24g,840mg,75mg
Mcdonalds 20 Piece Chicken McNuggets,100 gram (g),890.0,53g,53g,49g,1680mg,145mg
Mcdonalds 40 piece Chicken McNuggets,100 gram (g),1770.0,107g,105g,98g,3370mg,295mg
Mcdonalds 4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,100 gram (g),640.0,27g,63g,39g,1780mg,105mg
Mcdonalds 6 piece Sweet N' Spicy Honey BBQ Glazed Tenders,100 gram (g),960.0,40g,94g,58g,2670mg,160mg
Mcdonalds 10 piece Sweet N' Spicy Honey BBQ Glazed Tenders,100 gram (g),1600.0,66g,156g,97g,4450mg,265mg
Mcdonalds Premium Asian Salad w/o Chicken,100 gram (g),140.0,7g,13g,7g,20mg,0mg
Mcdonalds Premium Asian Salad w/ Grilled Chicken,100 gram (g),270.0,9g,18g,31g,740mg,80mg
Mcdonalds Premium Asian Salad w/ Crispy Chicken,100 gram (g),490.0,28g,28g,33g,1120mg,95mg
Mcdonalds Premium Bacon Ranch Salad w/o Chicken,100 gram (g),190.0,12g,9g,14g,660mg,40mg
Mcdonalds Premium Bacon Ranch Salad w/ Grilled Chicken,100 gram (g),320.0,14g,9g,42g,1230mg,45mg
Mcdonalds Premium Bacon Ranch Salad w/ Crispy Chicken,100 gram (g),490.0,28g,28g,33g,1120mg,95mg
Mcdonalds Premium Southwest Salad w/o Chicken,100 gram (g),220.0,10g,26g,8g,500mg,15mg
Mcdonalds Premium Southwest Salad w/ Grilled Chicken,100 gram (g),350.0,12g,27g,37g,1070mg,110mg
Mcdonalds Premium Southwest Salad w/ Crispy Chicken,100 gram (g),520.0,25g,46g,28g,960mg,75mg
Chick Fil-A Chargrilled Chicken Club Sandwich,100 gram (g),430.0,16g,37g,37g,1120mg,85mg
Chick Fil-A Chargrilled Chicken Sandwich,100 gram (g),310.0,6g,36g,29g,820mg,55mg
Chick Fil-A Chick-n-Slider,100 gram (g),270.0,11g,26g,16g,800mg,45mg
Chick Fil-A 1 Piece Chick-n-Strips,100 gram (g),120.0,6g,6g,11g,320mg,25mg
Chick Fil-A 2 Piece Chick-n-Strips,100 gram (g),230.0,12g,13g,22g,630mg,55mg
Chick Fil-A 3 Piece Chick-n-Strips,100 gram (g),350.0,17g,22g,28g,940mg,70mg
Chick Fil-A 4 piece Chick-n-Strips,100 gram (g),470.0,23g,29g,37g,1250mg,90mg
Chick Fil-A Chicken Deluxe,100 gram (g),500.0,23g,42g,31g,1590mg,75mg
Chick Fil-A 4 piece Chicken Nuggets,100 gram (g),130.0,6g,5g,14g,490mg,40mg
Chick Fil-A 6 piece Chicken Nuggets,100 gram (g),190.0,9g,7g,21g,730mg,55mg
Chick Fil-A 8 piece Chicken Nuggets,100 gram (g),260.0,12g,9g,28g,990mg,70mg
Chick Fil-A 12 piece Chicken Nuggets,100 gram (g),390.0,18g,14g,41g,1460mg,115mg
Chick Fil-A 30 piece Chicken Nuggets,100 gram (g),970.0,46g,35g,103g,3660mg,285mg
Chick Fil-A Chicken Salad Sandwich,100 gram (g),490.0,19g,55g,28g,1130mg,80mg
Chick Fil-A Chicken Sandwich,100 gram (g),440.0,19g,40g,28g,1350mg,60mg
Chick Fil-A 4 Piece Grilled Chicken Nuggets,100 gram (g),70.0,2g,1g,13g,220mg,35mg
Chick Fil-A 6 Piece Grilled Chicken Nuggets,100 gram (g),110.0,3g,2g,19g,330mg,50mg
Chick Fil-A 8 piece Grilled Chicken Nuggets,100 gram (g),140.0,4g,2g,25g,440mg,70mg
Chick Fil-A 12 Piece Grilled Chicken Nuggets,100 gram (g),210.0,5g,3g,38g,670mg,100mg
Chick Fil-A Spicy Grilled Chicken Sub Sandwich,100 gram (g),430.0,12g,47g,33g,1310mg,85mg
Chick Fil-A Regular Grilled Chicken Sub Sandwich,100 gram (g),450.0,13g,48g,34g,1000mg,75mg
Chick Fil-A Smokehouse BBQ Bacon Sandwich,100 gram (g),500.0,18g,46g,33g,1200mg,95mg
Chick Fil-A Spicy Chicken Sandwich,100 gram (g),450.0,19g,41g,29g,1620mg,60mg
Chick Fil-A Spicy Deluxe,100 gram (g),540.0,25g,43g,34g,1760mg,80mg
Chick Fil-A Chargrilled Chicken Cool Wrap,100 gram (g),350.0,14g,29g,37g,960mg,60mg
Chick Fil-A Chicken Enchiladas Meal Kit,100 gram (g),860.0,47g,70g,39g,2520mg,100mg
Chick Fil-A Chicken Parmesan Meal Kit,100 gram (g),720.0,31g,65g,48g,1780mg,120mg
Sonic Hatch Green Chile Cheeseburger,100 gram (g),710.0,43g,44g,35g,1120mg,120mg
Sonic Jalapeno Burger,100 gram (g),640.0,37g,42g,31g,930mg,100mg
Sonic Jr. Burger,100 gram (g),340.0,17g,34g,15g,640mg,35mg
Sonic Jr. Chili Cheeseburger,100 gram (g),410.0,24g,32g,20g,730mg,55mg
Sonic Jr. Deluxe Burger,100 gram (g),380.0,23g,32g,15g,470mg,40mg
Sonic Jr. Deluxe Cheeseburger,100 gram (g),450.0,28g,33g,19g,800mg,60mg
Sonic Jr. Double Cheeseburger,100 gram (g),600.0,38g,35g,31g,1350mg,110mg
Sonic Sonic Bacon Cheeseburger (w/mayo),100 gram (g),870.0,59g,45g,39g,1350mg,140mg
Sonic Sonic Burger W/ Mustard,100 gram (g),640.0,37g,43g,31g,790mg,100mg
Sonic Sonic Burger W/ Ketchup,100 gram (g),650.0,37g,46g,32g,860mg,100mg
Sonic Sonic Burger W/ Mayonnaise,100 gram (g),740.0,48g,44g,31g,760mg,110mg
Sonic Sonic Cheeseburger W/ Mustard,100 gram (g),710.0,43g,43g,35g,1120mg,120mg
Sonic Sonic Cheeseburger W/ Ketchup,100 gram (g),720.0,43g,47g,35g,1190mg,120mg
Sonic Sonic Cheeseburger W/ Mayonnaise,100 gram (g),800.0,54g,44g,35g,1090mg,130mg
Sonic Super Sonic Bacon Double Cheeseburger (w/mayo),100 gram (g),1280.0,92g,44g,67g,1630mg,260mg
Sonic Super Sonic Double Cheeseburger W/ Mustard,100 gram (g),1120.0,76g,44g,63g,1550mg,235mg
Sonic Super Sonic Double Cheeseburger W/ Ketchup,100 gram (g),1130.0,76g,47g,63g,1620mg,235mg
Sonic Super Sonic Double Cheeseburger W/ Mayo,100 gram (g),1220.0,87g,45g,63g,1520mg,245mg
Sonic Super Sonic Jalapeno Double Cheeseburger,100 gram (g),1120.0,76g,43g,63g,1690mg,235mg
Sonic Veggie Burger W/ Ketchup,100 gram (g),450.0,14g,67g,15g,1410mg,10mg
Sonic Veggie Burger With Mustard,100 gram (g),450.0,14g,64g,15g,1350mg,10mg
Sonic Veggie Burger W/ Mustard,100 gram (g),450.0,14g,64g,15g,1300mg,10mg
Sonic Grilled Asiago Caesar Chicken Club Sandwich,100 gram (g),610.0,30g,44g,40g,1570mg,110mg
Sonic Crispy Asiago Caesar Chicken Club Sandwich,100 gram (g),680.0,39g,53g,31g,1120mg,80mg
Sonic Grilled Chicken Sandwich,100 gram (g),430.0,20g,33g,28g,940mg,80mg
Sonic Crispy Chicken Sandwich,100 gram (g),570.0,33g,47g,23g,1060mg,45mg
Sonic Chicken Strip Sandwich,100 gram (g),450.0,24g,43g,19g,740mg,35mg
Sonic 3 Piece Crispy Chicken Tender Dinner,100 gram (g),280.0,14g,16g,22g,800mg,0mg
Sonic 5 Piece Crispy Chicken Tender Dinner,100 gram (g),470.0,24g,26g,37g,1340mg,0mg
Sonic Deluxe Ultimate Chicken Sandwich,100 gram (g),740.0,39g,63g,33g,1550mg,90mg
Sonic Buffalo Dunked Ultimate Chicken Sandwich,100 gram (g),1000.0,61g,70g,23g,4520mg,125mg
Sonic Garlic Parmesan Dunked Ultimate Chicken Sandwich,100 gram (g),1350.0,100g,69g,23g,2180mg,190mg
Sonic Small Jumbo Popcorn Chicken,100 gram (g),380.0,22g,27g,18g,1250mg,45mg
Sonic Large Jumbo Popcorn Chicken,100 gram (g),560.0,32g,41g,27g,1890mg,65mg
Sonic Small Spicy Jumbo Popcorn Chicken,100 gram (g),350.0,17g,30g,21g,860mg,45mg
Sonic Large Spicy Jumbo Popcorn Chicken,100 gram (g),610.0,30g,51g,36g,1500mg,80mg
Sonic 3 Piece Super Crunch Chicken Strip Dinner,100 gram (g),970.0,46g,109g,30g,2160mg,55mg
Sonic 4 Piece Super Crunch Chicken Strip Dinner,100 gram (g),1080.0,51g,118g,37g,2390mg,75mg
Sonic 5 Piece Super Crunch Chicken Strip Dinner,100 gram (g),1190.0,57g,126g,44g,2610mg,90mg
Sonic 3 Piece Super Crunch Chicken Strips,100 gram (g),330.0,16g,25g,22g,670mg,55mg
Sonic 4 Piece Super Crunch Chicken Strips,100 gram (g),440.0,21g,34g,29g,900mg,70mg
Sonic 5 Piece Super Crunch Chicken Strips,100 gram (g),550.0,26g,42g,36g,1120mg,90mg
Sonic Traditional Ultimate Chicken Sandwich,100 gram (g),730.0,39g,62g,32g,1540mg,90mg
Sonic Ultimate Chicken Club,100 gram (g),100.0,64g,65g,39g,2070mg,100mg
"Sonic All Beef All-american Style Dog – 6""",100 gram (g),370.0,18g,40g,12g,1180mg,40mg
"Sonic All Beef Chicago Dog – 6""",100 gram (g),430.0,20g,49g,14g,2310mg,40mg
"Sonic All Beef Chili Cheese Coney – 6""",100 gram (g),410.0,26g,30g,17g,1140mg,65mg
"Sonic All Beef New York Dog – 6""",100 gram (g),340.0,19g,30g,13g,1250mg,40mg
"Sonic All Beef Regular Hot Dog – 6""",100 gram (g),320.0,18g,27g,11g,870mg,40mg
Sonic Cheesy Bacon Pretzel Dog - 6 In.,100 gram (g),500.0,26g,46g,15g,1410mg,50mg
Sonic Corn Dog,100 gram (g),210.0,11g,23g,6g,530mg,20mg
Sonic Footlong Quarter Pound Coney,100 gram (g),830.0,54g,54g,30g,1940mg,85mg
Sonic The Original Pretzel Dog,100 gram (g),320.0,18g,27g,11g,910mg,35mg
Arbys Arby's Melt,100 gram (g),330.0,11g,40g,18g,920mg,30mg
Arbys Arby-Q Sandwich,100 gram (g),400.0,10g,58g,18g,1230mg,30mg
Arbys Beef 'n Cheddar Classic,100 gram (g),450.0,20g,45g,23g,1280mg,50mg
Arbys Beef 'n Cheddar Mid,100 gram (g),630.0,32g,48g,39g,2100mg,100mg
Arbys Bourbon BBQ Brisket Sandwich,100 gram (g),650.0,33g,51g,38g,1460mg,105mg
Arbys Bourbon BBQ Chicken Sandwich,100 gram (g),690.0,31g,66g,38g,1990mg,90mg
Arbys Bourbon BBQ Steak Sandwich,100 gram (g),690.0,31g,66g,38g,1990mg,90mg
Arbys Buttermilk Buffalo Chicken Sandwich,100 gram (g),540.0,24g,53g,29g,2110mg,60mg
Arbys Buttermilk Chicken Bacon & Swiss,100 gram (g),650.0,31g,56g,39g,1750mg,90mg
Arbys Buttermilk Chicken Cordon Bleu Sandwich,100 gram (g),690.0,35g,53g,41g,2000mg,110mg
Arbys Buttermilk Crispy Chicken Sandwich,100 gram (g),550.0,26g,52g,29g,1480mg,60mg
Arbys Classic French Dip & Swiss/Au Jus,100 gram (g),540.0,23g,50g,35g,2500mg,85mg
Arbys Classic Roast Beef,100 gram (g),360.0,14g,37g,23g,970mg,50mg
Arbys Double Roast Beef,100 gram (g),510.0,24g,38g,38g,1610mg,95mg
Arbys Fire-Roasted Philly Steak,100 gram (g),640.0,32g,46g,42g,1950mg,105mg
Arbys Grand Turkey Club,100 gram (g),480.0,24g,37g,30g,1610mg,65mg
Arbys Greek Gyro,100 gram (g),710.0,44g,55g,23g,1360mg,75mg
Arbys Half Pound Beef 'n Cheddar Sandwich,100 gram (g),740.0,39g,48g,49g,2530mg,130mg
Arbys Half Pound French Dip & Swiss,100 gram (g),750.0,36g,51g,55g,3350mg,150mg
Arbys Half Pound Roast Beef Sandwich,100 gram (g),610.0,30g,38g,48g,2040mg,130mg
Arbys Ham & Swiss Melt,100 gram (g),300.0,9g,37g,18g,1030mg,35mg
Arbys Loaded Italian Sandwich,100 gram (g),680.0,40g,49g,32g,2270mg,100mg
Arbys Pecan Chicken Salad Flatbread,100 gram (g),710.0,46g,53g,22g,980mg,65mg
Arbys Pecan Chicken Salad Sandwich,100 gram (g),840.0,44g,81g,33g,1210mg,75mg
Arbys 2 piece Prime-Cut Chicken Tenders,100 gram (g),240.0,11g,19g,16g,640mg,30mg
Arbys 3 piece Prime-Cut Chicken Tenders,100 gram (g),360.0,17g,28g,23g,950mg,45mg
Arbys 5 piece Prime-Cut Chicken Tenders,100 gram (g),600.0,28g,47g,39g,1590mg,75mg
Arbys Reuben Sandwich,100 gram (g),680.0,31g,62g,37g,2420mg,80mg
Arbys Roast Beef Gyro,100 gram (g),550.0,29g,48g,24g,1290mg,60mg
Arbys Roast Turkey & Swiss Sandwich,100 gram (g),710.0,28g,79g,38g,1930mg,65mg
Arbys Roast Turkey & Swiss Wrap,100 gram (g),520.0,27g,39g,30g,1640mg,65mg
"Arbys Roast Turkey, Ranch & Bacon Sandwich",100 gram (g),800.0,34g,79g,45g,2420mg,80mg
"Arbys Roast Turkey, Ranch & Bacon Wrap",100 gram (g),620.0,34g,39g,37g,2130mg,85mg
Arbys Smoke Mountain w/ Beef Short Rib,100 gram (g),740.0,35g,62g,43g,2050mg,125mg
Arbys Smokehouse Beef Short Rib Sandwich,100 gram (g),590.0,59g,59g,26g,1510mg,75mg
Arbys Smokehouse Brisket,100 gram (g),600.0,35g,42g,33g,1240mg,110mg
Arbys Super Roast Beef,100 gram (g),430.0,17g,45g,23g,1060mg,45mg
Arbys Three Cheese Steak Sandwich,100 gram (g),650.0,36g,44g,30g,1760mg,115mg
Arbys Triple Decker Sandwich,100 gram (g),1030.0,51g,83g,62g,2940mg,155mg
Arbys Turkey Avocado Club,100 gram (g),730.0,28g,80g,41g,2140mg,65mg
Arbys Turkey Gyro,100 gram (g),470.0,20g,48g,25g,1520mg,45mg
Arbys Ultimate BLT,100 gram (g),980.0,55g,80g,43g,2130mg,85mg
Arbys Buffalo Chicken Slider,100 gram (g),290.0,13g,31g,12g,860mg,20mg
Arbys Chicken Tender 'n Cheese Slider,100 gram (g),290.0,12g,30g,15g,720mg,25mg
Arbys Corned Beef 'n Cheese Slider,100 gram (g),220.0,9g,21g,14g,890mg,30mg
Arbys Ham 'n Cheese Slider,100 gram (g),210.0,8g,21g,13g,780mg,25mg
Arbys Jalapeno Roast Beef 'n Cheese Slider,100 gram (g),240.0,11g,21g,14g,670mg,30mg
Arbys Pizza Slider,100 gram (g),300.0,17g,23g,13g,930mg,35mg
Arbys Roast Beef 'n Cheese Slider,100 gram (g),240.0,11g,21g,14g,670mg,30mg
Arbys Turkey 'n Cheese Slider,100 gram (g),200.0,7g,21g,14g,760mg,25mg
Arbys Chopped Side Salad,100 gram (g),70.0,5g,4g,5g,100mg,15mg
Arbys Crispy Chicken Farmhouse Salad,100 gram (g),430.0,24g,26g,28g,1000mg,65mg
Arbys Greek Gyro Salad,100 gram (g),420.0,37g,11g,10g,700mg,55mg
Arbys Roast Turkey Farmhouse Salad,100 gram (g),230.0,13g,8g,22g,870mg,55mg
Arbys Super Greek Salad,100 gram (g),720.0,53g,39g,22g,1310mg,85mg
Burger King American Brewhouse King,100 gram (g),1550.0,126g,21g,134g,1820mg,805mg
Burger King Bacon & Swiss Sourdough King,100 gram (g),1000.0,65g,48g,56g,1320mg,200mg
Burger King Bacon Cheeseburger,100 gram (g),330.0,16g,32g,18g,830mg,55mg
Burger King Bacon Cheeseburger Deluxe,100 gram (g),290.0,14g,28g,12g,720mg,40mg
Burger King Bacon King,100 gram (g),1040.0,48g,48g,57g,1900mg,220mg
Burger King Bacon King Jr,100 gram (g),730.0,39g,63g,32g,1930mg,90mg
Burger King BBQ Bacon King,100 gram (g),1100.0,75g,51g,57g,1850mg,220mg
Burger King Cheeseburger,100 gram (g),300.0,14g,28g,16g,710mg,45mg
Burger King Double Bacon Cheeseburger,100 gram (g),520.0,31g,33g,31g,1180mg,105mg
Burger King Double Cheeseburger,100 gram (g),450.0,26g,29g,26g,960mg,95mg
Burger King Double Hamburger,100 gram (g),360.0,18g,28g,22g,520mg,70mg
Burger King Double Quarter Pound King,100 gram (g),900.0,54g,50g,56g,1740mg,210mg
Burger King Extra Long Cheeseburger,100 gram (g),580.0,33g,45g,26g,1030mg,85mg
Burger King Farmhouse King,100 gram (g),1220.0,80g,62g,nang,2050mg,335mg
Burger King Hamburger,100 gram (g),260.0,10g,28g,13g,490mg,35mg
Burger King Homestyle Cheeseburger,100 gram (g),550.0,27g,48g,30g,1140mg,95mg
Burger King Jalapeno King Sandwich,100 gram (g),990.0,65g,46g,55g,1550mg,205mg
Burger King Mushroom & Swiss King,100 gram (g),940.0,63g,45g,49g,1380mg,175mg
Burger King Rodeo Burger,100 gram (g),310.0,13g,38g,9g,450mg,25mg
Burger King Rodeo King,100 gram (g),1250.0,82g,69g,60g,2270mg,230mg
Burger King Sourdough King Single,100 gram (g),730.0,43g,52g,35g,1570mg,125mg
Burger King Sourdough King Double,100 gram (g),970.0,61g,52g,55g,1640mg,205mg
Burger King Steakhouse King,100 gram (g),1100.0,74g,59g,50g,1620mg,180mg
Burger King Bacon & Cheese Whopper,100 gram (g),770.0,48g,47g,29g,1360mg,95mg
Burger King DOUBLE WHOPPER w/o Cheese,100 gram (g),900.0,57g,51g,47g,1050mg,140mg
Burger King DOUBLE WHOPPER w/ Cheese,100 gram (g),990.0,65g,53g,52g,1480mg,160mg
Burger King WHOPPER w/o Cheese,100 gram (g),660.0,40g,49g,28g,980mg,90mg
Burger King WHOPPER w/ Cheese,100 gram (g),760.0,47g,53g,33g,1410mg,100mg
Burger King WHOPPER JR. w/o Cheese,100 gram (g),340.0,19g,28g,14g,510mg,40mg
Burger King WHOPPER JR. w/ Cheese,100 gram (g),380.0,23g,29g,16g,730mg,55mg
Burger King Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing,100 gram (g),590.0,40g,18g,42g,1540mg,150mg
Burger King Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing,100 gram (g),720.0,50g,32g,36g,1960mg,120mg
Burger King Chicken BLT Salad w/ Grilled Chicken,100 gram (g),550.0,37g,17g,36g,1640mg,115mg
Burger King Chicken BLT Salad w/ Crispy Chicken,100 gram (g),690.0,48g,31g,35g,1750mg,100mg
Burger King Chicken Caesar Salad w/ Grilled Chicken,100 gram (g),530.0,32g,26g,35g,1640mg,95mg
Burger King Chicken Caesar Salad w/ Crispy Chicken,100 gram (g),670.0,43g,40g,34g,1760mg,80mg
"Burger King Chicken, Apple & Cranberry Salad w/ Grilled Chicken",100 gram (g),560.0,30g,40g,29g,980mg,90mg
"Burger King Chicken, Apple & Cranberry Salad w/ Crispy Chicken",100 gram (g),700.0,41g,54g,28g,1090mg,80mg
"Burger King Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",100 gram (g),320.0,14g,16g,36g,650mg,115mg
"Burger King Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",100 gram (g),450.0,24g,30g,29g,1070mg,85mg
Burger King Side Caesar Salad with dressing,100 gram (g),220.0,20g,7g,6g,540mg,10mg
Burger King Side Garden Salad and Avocado Ranch Dressing,100 gram (g),230.0,21g,7g,5g,520mg,30mg
Burger King Bacon Cheddar Ranch Crispy Chicken Sandwich,100 gram (g),830.0,52g,57g,34g,2100mg,110mg
Burger King BBQ Bacon Crispy Chicken Sandwich,100 gram (g),440.0,27g,44g,7g,630mg,15mg
Burger King Big Fish Sandwich,100 gram (g),530.0,27g,54g,17g,1360mg,30mg
Burger King BK VEGGIE Burger,100 gram (g),410.0,16g,44g,22g,1030mg,5mg
Burger King Chicken Burger,100 gram (g),480.0,25g,42g,22g,1160mg,5mg
Burger King Chicken Cordon Bleu Sandwich,100 gram (g),730.0,39g,63g,32g,1930mg,90mg
Burger King Chicken Fries,100 gram (g),290.0,17g,18g,16g,780mg,40mg
Burger King 4 Piece Chicken Nuggets,100 gram (g),190.0,11g,10g,10g,310mg,25mg
Burger King 6 Piece Chicken Nuggets,100 gram (g),290.0,17g,15g,15g,460mg,40mg
Burger King 20 Piece Chicken Nuggets,100 gram (g),950.0,55g,50g,51g,1530mg,130mg
Burger King Chicken Nuggets (10pc),100 gram (g),470.0,29g,34g,21g,890mg,50mg
Burger King Chicken Parmesan Sandwich,100 gram (g),570.0,25g,57g,32g,1340mg,70mg
Burger King Crispy Buffalo Chicken Melt,100 gram (g),580.0,28g,56g,30g,2310mg,70mg
Burger King Crispy Chicken Jr.,100 gram (g),430.0,28g,34g,12g,760mg,30mg
Burger King Crispy Chicken Sandwich,100 gram (g),670.0,41g,54g,23g,1070mg,60mg
Burger King Grilled Chicken Sandwich,100 gram (g),470.0,19g,39g,37g,850mg,85mg
Burger King Grilled Chili Cheese Dog,100 gram (g),330.0,19g,28g,14g,980mg,40mg
Burger King Grilled Hot Dog,100 gram (g),310.0,16g,32g,11g,960mg,30mg
Burger King Jalapeno Chicken Fries,100 gram (g),300.0,18g,19g,15g,950mg,40mg
Burger King Original Chicken Sandwich,100 gram (g),630.0,39g,46g,24g,1390mg,65mg
Burger King Pretzel Chicken Fries,100 gram (g),340.0,21g,21g,16g,1200mg,45mg
Burger King Rodeo Crispy Chicken Sandwich,100 gram (g),410.0,17g,53g,12g,870mg,20mg
Burger King Sourdough Chicken Club,100 gram (g),840.0,51g,62g,32g,1760mg,95mg
Burger King 4 Piece Spicy Chicken Nuggets,100 gram (g),210.0,15g,11g,8g,570mg,20mg
Burger King Spicy Chicken Nuggets,100 gram (g),530.0,37g,28g,20g,1420mg,55mg
Burger King Spicy Crispy Chicken Jr.,100 gram (g),410.0,25g,35g,12g,850mg,35mg
Burger King Spicy Crispy Chicken Sandwich,100 gram (g),700.0,42g,57g,25g,1140mg,65mg
Burger King Spicy Crispy Jalapeno Chicken Sandwich,100 gram (g),760.0,45g,58g,32g,1720mg,95mg
Dairy Queen 1/2 lb. FlameThrower® GrillBurger,100 gram (g),1000.0,74g,40g,46g,1610mg,170mg
Dairy Queen 1/2 lb. GrillBurger with Cheese,100 gram (g),800.0,51g,44g,40g,1280mg,135mg
Dairy Queen 1/4 lb. Bacon Cheese GrillBurger,100 gram (g),630.0,37g,44g,30g,1250mg,95mg
Dairy Queen 1/4 lb. GrillBurger with Cheese,100 gram (g),540.0,30g,44g,23g,1020mg,70mg
Dairy Queen 1/4 lb. Mushroom Swiss GrillBurger,100 gram (g),570.0,35g,39g,24g,820mg,75mg
Dairy Queen Original Cheeseburger,100 gram (g),400.0,18g,34g,19g,930mg,65mg
Dairy Queen Original Double Cheeseburger,100 gram (g),630.0,34g,34g,34g,1240mg,125mg
Dairy Queen 4 Piece Chicken Strip Basket w/ Country Gravy,100 gram (g),1030.0,53g,105g,35g,2780mg,80mg
Dairy Queen 6 Piece Chicken Strip Basket w/ Country Gravy,100 gram (g),1260.0,66g,121g,49g,3500mg,120mg
Dairy Queen Bacon Cheese Dog,100 gram (g),420.0,26g,26g,19g,1140mg,60mg
Dairy Queen Cheese Dog,100 gram (g),390.0,24g,26g,16g,1000mg,50mg
Dairy Queen Chili Cheese Dog,100 gram (g),380.0,24g,23g,16g,900mg,55mg
Dairy Queen Chili Dog,100 gram (g),330.0,20g,24g,13g,1050mg,40mg
Dairy Queen Hot Dog,100 gram (g),290.0,17g,22g,11g,900mg,35mg
Dairy Queen Relish Dog,100 gram (g),350.0,20g,30g,13g,1000mg,35mg
Dairy Queen Barbecue Pork Sandwich,100 gram (g),310.0,9g,41g,17g,830mg,50mg
Dairy Queen Breaded Mushrooms,100 gram (g),250.0,9g,36g,7g,500mg,0mg
Dairy Queen Regular Cheese Curds,100 gram (g),550.0,45g,0g,35g,900mg,150mg
Dairy Queen Large Cheese Curds,100 gram (g),1050.0,75g,52g,43g,2210mg,180mg
Dairy Queen Chili Cheese Mega Dog,100 gram (g),760.0,49g,48g,32g,1570mg,100mg
Dairy Queen Corn Dog,100 gram (g),260.0,15g,26g,6g,450mg,20mg
Dairy Queen Crispy Fish Sandwich,100 gram (g),470.0,22g,53g,17g,1210mg,20mg
Dairy Queen Deluxe Cheeseburger,100 gram (g),400.0,18g,35g,20g,930mg,65mg
Dairy Queen Deluxe Double Cheeseburger,100 gram (g),640.0,34g,35g,34g,1240mg,125mg
Dairy Queen Deluxe Double Hamburger,100 gram (g),540.0,26g,34g,29g,750mg,100mg
Dairy Queen Deluxe Hamburger,100 gram (g),350.0,14g,34g,17g,680mg,50mg
