nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Take It Green Tea,1 porsi (30 ml),160.0,9g,18g,2g,0mg,0mg
Montes,1 container (30 g),170.0,11g,15g,3g,0mg,35mg
Bagelen Cokelat,2 pcs (15 g),70.0,"3,5g",9g,2g,0mg,0mg
Rosella Pink Chocolate,1 porsi (40 g),240.0,16g,20g,2g,0mg,"16,00mg"
Blackpink Oreo,"3 oreos (28,5 g)",140.0,6g,20g,1g,"20,00mg","2,500mg"
Bakpia Kukus Pandan Coklat,1 sajian (50 g),210.0,11g,25g,3g,0mg,"25,00mg"
Poppins Rasa Coklat,1 porsi (16 g),80.0,3g,11g,1g,0mg,"5,00mg"
Superman Choco Milk Wafer,1 porsi (10 g),50.0,"2,5g",7g,0g,0mg,"2,00mg"
Roti Sobek Isi Cokelat Keju,2 potong (118 g),410.0,16g,58g,9g,0mg,"58,00mg"
Astor Singles,1 porsi (18 g),90.0,"3,5g",13g,1g,0mg,"7,00mg"
with Crunch,1 serving (10 g),51.0,2g,7g,1g,0mg,"0,40mg"
Chocolate Chip Cookie,1 cookie (80 g),360.0,18g,47g,6g,0mg,"6,00mg"
Milk Melon Cone,1 takaran saji (100 ml),170.0,10g,18g,2g,0mg,"2,00mg"
Chocolate,100 g,554.0,"33,5g","55,4g","7,8g",0mg,"55,40mg"
Togo Chocolate,3 keping (24 g),120.0,"4,5g",17g,1g,0mg,"17,00mg"
Dark Chocolate with Honey & Almond Nougat,1 porsi (25 g),140.0,8g,15g,2g,0mg,0mg
Koala March,1 box (37 g),190.0,11g,22g,2g,0mg,"22,00mg"
Blastoz Chocolate,1 serving (20 g),90.0,4g,14g,1g,0mg,"1,0mg"
Nutri 10,1 sachet (20 g),80.0,"1,5g",16g,1g,0mg,"16,00mg"
Low Fat Source of Calcium (250ml),1 porsi (250 ml),120.0,3g,13g,9g,0mg,"9,00mg"
Soklat,4 potong (20 g),100.0,4g,14g,1g,0mg,"1,00mg"
Chocolate Bark With Granola,1 takaran saji (25 g),95.0,"9,75g","8,75g","4,25g",0mg,"8,75mg"
Milk Chocolate Peanut Butter Cups,1 porsi (40 g),220.0,13g,22g,4g,0mg,"22,00mg"
Pasta Coklat,1 keping (8 g),45.0,3g,4g,0g,0mg,"0,00mg"
Chocolava,1 sajian (50 ml),100.0,9g,5g,1g,0mg,0mg
Susu UHT Cokelat,1 gelas (250 ml),180.0,5g,28g,5g,110mg,15mg
Roka Pandan Susu,1 porsi (40 g),240.0,16g,21g,1g,0mg,25mg
Magnum Double Berry,1 porsi (95 ml),260.0,16g,27g,2g,0mg,"4,500mg"
Tim Tam Vanilla,2 keping (27 g),150.0,8g,17g,1g,0mg,"1,0mg"
Lindor Extra Dark,1 porsi (22 g),141.0,"11,7g","7,5g","1,1g",0mg,"6,80mg"
Raisins Hazelnuts,1 porsi (25 g),140.0,9g,13g,1g,0mg,"13,00mg"
Crunchy Chocomalt Spread,1 porsi (20 g),110.0,7g,12g,1g,0mg,"12,00mg"
Chic Choc Biscuit,1 porsi (30 ml),150.0,7g,21g,2g,0mg,"12,00mg"
Dairy Milk Hazelnut,1 porsi (30 g),170.0,11g,15g,3g,0mg,"3,00mg"
Magnum Double Chocolate,1 sajian perkemasan (95 ml),260.0,17g,24g,3g,50mg,"4,500mg"
Roti Cokelat,1 potong (65 g),260.0,11g,35g,5g,0mg,0mg
Choco Bar,1 buah (15 g),80.0,4g,9g,1g,0mg,"8,00mg"
Cashew Nut Milk Chocolate,1 sajian (40 g),230.0,15g,20g,4g,0mg,70mg
Nuggets,4 pieces,200.0,13g,25g,4g,0mg,"23,00mg"
Kisses Creamy Milk Chocolate,8 pieces (36 g),199.0,"11,6g","20,6g","3,2g","18,70mg","3,700mg"
Lollipop,1 porsi (10 g),50.0,3g,6g,1g,0mg,"5,00mg"
Bites Almond,1 porsi (40 g),230.0,16g,18g,5g,0mg,35mg
Agarasa Vanila,1 porsi (2 g),5.0,0g,2g,0g,0mg,0mg
Chocolate Sandwich Wafer,3 keping (15 g),80.0,"3,5g",10g,1g,0mg,"5,00mg"
Selai Coklat,100 g,120.0,8g,10g,1g,0mg,"10,00mg"
White Chocolate Cream,1 bungkus (15 g),80.0,5g,9g,0g,0mg,"0,00mg"
Dark Whole Hazelnut,1 porsi (25 g),150.0,11g,11g,2g,0mg,"2,00mg"
Dark & White Chocolate,"1 keping (29,4 g)",140.0,6g,21g,1g,"11,00mg","2,500mg"
Chocolate Chips,1 porsi (30 g),140.0,"4,5g",24g,1g,0mg,"1,00mg"
Oat Fun Size,1 porsi (20 g),90.0,3g,12g,1g,0mg,"12,00mg"
Crispy Chocolate,1 bar (25 g),140.0,9g,14g,2g,0mg,0mg
Biskies Chocolate,2 buah (18 g),90.0,5g,11g,1g,0mg,"1,00mg"
Top Xtra Large,1 pack (30 g),160.0,8g,19g,1g,0mg,"12,00mg"
Nextar Noir Richoco,1 takaran saji (10 g),45.0,2g,7g,1g,0mg,"7,00mg"
Egg Roll Chocolate,1 porsi (27 g),150.0,8g,16g,2g,0mg,20mg
Raw Cacao Powder,1 porsi (5 g),20.0,"0,5g",3g,1g,0mg,0mg
UP Hot Dark Chocolate,1 sachet (25 g),110.0,3g,19g,1g,0mg,"15,00mg"
Chocolade Hagelslag,1 porsi (30 g),150.0,6g,21g,1g,0mg,0mg
Cashew Chocolate,1/2 pack (25 g),140.0,9g,13g,2g,0mg,"2,00mg"
Chacha Minis,1 porsi (20 g),100.0,"3,5g",15g,1g,0mg,"14,00mg"
Meses,1 sendok makan (15 g),40.0,0g,9g,"0,5g",0mg,0mg
Good To Go Chocolate Avocado (250ml),1 kotak (250 ml),190.0,"3,5g",34g,6g,"24,00mg","1,000mg"
Matcha Lava Cookies,1 porsi (10 g),45.0,2g,7g,1g,0mg,0mg
Chocolate Banana Milk,1 porsi (250 ml),130.0,"2,5g",22g,3g,0mg,"18,00mg"
Drink Velluto,1 botol (250 ml),140.0,3g,26g,3g,0mg,"3,00mg"
Roti Manis Cokelat Susu,2 potong (90 g),310.0,10g,49g,7g,0mg,"49,00mg"
Rice Crispies,1 porsi (40 g),240.0,18g,20g,2g,0mg,"2,00mg"
Roti Manis Coklat Spesial,1 porsi (60 g),179.0,"3,5g",32g,"5,5g",0mg,"32,00mg"
Roti Isi Selai Cokelat,1 bungkus (36 g),130.0,4g,21g,3g,0mg,"8,00mg"
Choki Stix,1 bungkus (27 g),130.0,6g,18g,2g,0mg,"8,00mg"
Green Tea,2 blocks (30 g),170.0,12g,15g,3g,0mg,"3,00mg"
Selai Coklat,1 sdt (10 g),60.0,"3,5g",6g,0g,"5,00mg","0,000mg"
Collagen Peptides Chocolate,2 scoops (27 g),90.0,"0,5g",4g,18g,0mg,150mg
Compound Chocolate,1 porsi (25 g),150.0,10g,14g,1g,0mg,"14,00mg"
Saluut Wafer Choco Hazelnut,1 porsi (5 g),25.0,1g,3g,0g,0mg,"1,00mg"
EVOWHEY Cokelat Hazelnut,1 sachet (35 g),140.0,"1,5g",8g,25g,0mg,"8,00mg"
Chocolate Spread,1 sajian (10 g),60.0,"3,5g",6g,0g,"5,00mg","0,000mg"
High Calcium Chocolate Milk,1 serving (200 ml),200.0,8g,23g,9g,0mg,"23,00mg"
Choco Cookies,1 porsi (60 g),190.0,13g,18g,2g,0mg,30mg
Choco Imoet,1 porsi (20 g),100.0,5g,13g,1g,0mg,"6,00mg"
Broniz Chocolate Cookies,4 keping (20 g),100.0,"4,5g",13g,2g,0mg,"13,00mg"
Alpine Dark Chocolate,1 porsi (35 g),190.0,11g,22g,1g,0mg,"8,00mg"
WRP On The Go,100 ml,75.0,"1,5g",12g,"3,5g",0mg,"3,0mg"
Chocolate Coated Wafer,1 porsi (12 g),60.0,3g,8g,1g,0mg,4mg
Dark Chocolate 100%,1 porsi (25 g),170.0,14g,7g,3g,0mg,"4,0mg"
Cashews,1 porsi (30 g),170.0,10g,16g,3g,0mg,"12,00mg"
5Star,1 bungkus (30 g),150.0,7g,21g,1g,0mg,"1,00mg"
Nuts Almond,1 bungkus (35 g),200.0,13g,18g,3g,"8,00mg","0,000mg"
Chocolate Spread,1 porsi (20 g),120.0,"3,5g",12g,1g,0mg,"10,00mg"
Favourite Assortment Cookies,2-5 buah (40 g),210.0,11g,24g,3g,0mg,"24,00mg"
Boti Isi Margarin Meses,1 bungkus (42 g),150.0,6g,21g,3g,0mg,"3,00mg"
Hershey's Chocolate Waffles,1 bungkus (21 g),100.0,"4,5g",14g,2g,0mg,"14,00mg"
Gourmet Blend Dark Chocolate & Banana,1 porsi (20 g),100.0,"4,5g",13g,2g,0mg,"2,0mg"
Beng-Beng Nuts,1 bungkus (35 g),200.0,13g,18g,3g,0mg,"8,00mg"
Stick Chocolate,100 g,459.0,"15,47g","73,18g","6,82g",0mg,"73,18mg"
Haku Vanilla & Crispy Choco Monaka,100 ml,100.0,"2,5g",17g,2g,0mg,"2,00mg"
Lexus,1 potong (19 g),100.0,5g,12g,1g,0mg,"5,00mg"
Dairy Milk Black Forest,1 porsi (30 g),150.0,8g,19g,2g,0mg,"19,00mg"
Cashew Milk Chocolate (20g),1 porsi (20 g),110.0,7g,10g,2g,0mg,"7,00mg"
Minipao Cokelat,3 biji (61 g),220.0,7g,35g,4g,0mg,50mg
Chocolate (Es Susu Lapis Cokelat),1 bungkus (50 g),110.0,4g,17g,1g,0mg,"1,00mg"
Whole Grain Cereal,1 porsi (36 g),147.0,"2,6g","25,9g","3,9g",0mg,0mg
Milk Compound Chocolate,1 serving (25 g),150.0,11g,13g,1g,"10,00mg","1,000mg"
Biscuit Milk Chocolate,1 porsi (30 g),160.0,9g,18g,2g,0mg,"11,00mg"
Susu UHT Rasa Coklat,1 kemasan (125 ml),120.0,"4,5g",14g,5g,0mg,"5,00mg"
Cloud 9 Classic,1 bar (12 g),55.0,"2,1g",8g,"1,1g",0mg,0mg
Crispy with Milk Chocolate,1 porsi (30 g),170.0,10g,15g,4g,0mg,35mg
Cloud 9 Crunchy,1 bungkus (8 g),40.0,2g,6g,0g,0mg,"0,00mg"
Chocolate Flavoured Ice Cream with Wafer Finger,1 cone (110 ml),225.0,"13,7g","28,5g","2,6g",0mg,"19,00mg"
Otico,1 kemasan (35 g),190.0,11g,11g,3g,0mg,65mg
Skim Milk Chocolate,3 sendok makan (31 g),110.0,0g,21g,6g,"10,00mg","0,000mg"
Tini Wini Biti Rasa Cokelat,1 bungkus (12 g),50.0,"1,5g",9g,1g,0mg,35mg
Snickers Oats,1 porsi (40 g),180.0,6g,27g,0g,0mg,"0,00mg"
Choco Nutty Crunch,100 g,140.0,6g,19g,3g,30mg,"1,500mg"
Chocolate Sundae,1 porsi (189 g),320.0,8g,53g,8g,0mg,"53,00mg"
Sandwich Gandum Cokelat Hazelnut,1 bungkus (40 g),130.0,5g,18g,3g,0mg,"2,0mg"
Paddle Pop Shaky Shake,1 camgkir (150 ml),100.0,"3,5g",17g,1g,0mg,"8,00mg"
Lemonia Chocolate Biscuit,6 keping (20 g),100.0,4g,14g,1g,0mg,"5,00mg"
Shaky Shake,1 cangkir (150 ml),100.0,"3,5g",17g,1g,0mg,"17,00mg"
White Chocolate,1 porsi (25 g),130.0,7g,15g,2g,0mg,"15,00mg"
Dark Chocolate Granola,1 porsi (50 g),160.0,7g,"28,8g",6g,0mg,"4,3mg"
Creamy White Cookies,1 porsi (10 g),45.0,2g,7g,1g,0mg,0mg
Choco Pillow,1 bungkus (10 g),45.0,"1,5g",7g,1g,0mg,"3,00mg"
Peanut Pie,1 bungkus (30 g),160.0,9g,15g,4g,0mg,"10,00mg"
Gold Plus Coklat,100 g,125.0,"0,5g",19g,11g,0mg,"11,00mg"
Bourbon Chocolate Biscuits,1 bungkus (30 g),140.0,6g,20g,1g,0mg,0mg
Maxi Hazelnut,1 porsi (10 g),50.0,"2,5g",6g,1g,"3,00mg","0,000mg"
Lu Ve Chocolate Chunk,1 porsi (110 ml),170.0,7g,23g,3g,0mg,55mg
Susu Ultra Rasa Karamel,1 pak (200 ml),160.0,5g,23g,6g,0mg,"23,00mg"
Dorayaki Custard Coklat,1 porsi (55 g),170.0,"3,5g",32g,4g,0mg,"32,00mg"
Pudding Susu Coklat,1/3 sachet (52 g),210.0,"1,5g",47g,2g,0mg,"12,0mg"
Wild Harvested Cacao Cashew Nuts,1 porsi (35 g),209.0,"15,5g","11,5g",6g,0mg,"6,00mg"
Roti Sandwich Cokelat Kacang,1 bungkus (96 g),290.0,9g,45g,7g,0mg,"45,00mg"
Choco Pie,1 pak (26 g),110.0,4g,18g,1g,0mg,"1,00mg"
Take It Dark Chocolate,1 porsi (30 g),160.0,8g,19g,2g,0mg,20mg
Beng-Beng,1 pak (20 g),100.0,5g,13g,1g,0mg,"1,00mg"
Roti Manis Isi Pisang Cokelat,100 g,270.0,8g,43g,5g,0mg,"43,00mg"
Pepero,1 porsi (32 g),175.0,11g,17g,4g,0mg,"4,00mg"
Beng Beng,1 bungkus (20 g),100.0,5g,13g,1g,0mg,"7,00mg"
Share It,"1 sachet (9,5 g)",45.0,"2,5g",6g,1g,0mg,"6,00mg"
Protein Mix Coffee,1 porsi (33 g),120.0,"0,5g",17g,12g,10mg,"0,000mg"
Good To Go,1 kotak (250 ml),190.0,"3,5g",34g,6g,180mg,"6,00mg"
Selai Coklat,1 sendok makan (15 g),80.0,"4,5g",9g,1g,0mg,"9,00mg"
Dark Chocolate,1 batang (40 g),220.0,13g,23g,3g,0mg,"3,00mg"
Bueno,1 buah (22 g),120.0,8g,11g,2g,0mg,"11,00mg"
Coklat,100 g,520.0,"28,4g","57,6g","7,3g",0mg,80mg
Double Choco,1 bungkus (47 g),230.0,10g,31g,4g,0mg,"14,00mg"
Wafers Chocolate,5 wafers (29 g),150.0,8g,19g,2g,0mg,"19,00mg"
Hanuta Mini,"1 porsi (10,7 g)",57.0,"3,5g","5,6g",1g,0mg,0mg
Cokelat Compound Susu Isi Krispi,1 porsi (20 g),110.0,6g,12g,1g,0mg,"10,00mg"
Susu SKM,1 bungkus (37 g),120.0,"3,5g",22g,1g,"18,00mg","1,500mg"
Pillows Rasa Ubi,1 bungkus (12 g),60.0,2g,9g,1g,0mg,"1,00mg"
Toppo,1 porsi (40 g),190.0,7g,29g,2g,0mg,"15,00mg"
Chunky Bar Cashew,1 sajian (30 g),170.0,12g,14g,3g,0mg,45mg
Peanut Butter & Chocolate,1 bungkus (60 g),300.0,"13,5g",39g,6g,0mg,"39,00mg"
Roka Wafer Ball,1 bungkus (40 g),210.0,10g,22g,7g,0mg,30mg
Potato Bun with Chocolate Filling,1 potong (70 g),220.0,7g,34g,5g,0mg,160mg
Chocolate Strike,1 porsi (140 ml),130.0,6g,16g,2g,0mg,"2,00mg"
Cokelat,1 porsi (66 g),250.0,8g,36g,5g,0mg,"36,00mg"
Sandwich Cokelat,1 kemasan (50 g),150.0,"4,5g",24g,3g,0mg,"24,00mg"
Fruit & Nut Milk Chocolate,1 takaran saji (20 g),110.0,6g,11g,2g,0mg,"8,00mg"
Chocolate Flavour Cream Biscuit,3 pasang (21 g),100.0,"3,5g",16g,1g,0mg,"16,00mg"
Chiffon Cokelat,1 bungkus (51 g),180.0,8g,23g,4g,0mg,"23,00mg"
Kisses Milk Chocolate,9 keping (41 g),200.0,12g,25g,3g,0mg,"3,00mg"
Cannon Ball,"1 porsi (6,3 g)",25.0,0g,6g,0g,0mg,0mg
Dairy Milk Fruit & Nut,1 potong (30 g),160.0,8g,18g,2g,0mg,"2,00mg"
Cornetto Red Velvet,1 porsi (120 ml),240.0,12g,31g,3g,0mg,"31,00mg"
Es Krim Cappuccino,100 g,120.0,6g,14g,2g,0mg,40mg
Paddle Pop Mochi Chocolate Vanilla,1 bungkus (45 ml),90.0,"1,5g",18g,1g,10mg,"0,000mg"
Es Doger,1 gelas,341.0,"5,95g","68,64g","3,52g",297mg,0mg
Cornetto Disc Chocolate,1 cone (120 ml),270.0,14g,33g,3g,0mg,"33,00mg"
Jcone Pari Pari Vanilla,1 porsi (120 ml),220.0,8g,35g,3g,0mg,20mg
Brownie Alpukat,1 cangkir (110 ml),160.0,6g,23g,2g,"15,00mg","2,500mg"
Haku Tiramisu,1 gelas (110 ml),150.0,9g,17g,2g,0mg,"13,00mg"
Waku Waku Choco Berry Loop,1 sajian (50 ml),80.0,4g,11g,1g,"6,00mg","0,000mg"
Es Stik Rasa Nanas,1 bungkus (65 g),60.0,0g,16g,0g,0mg,0mg
Milky Strawberry,1 porsi (48 g),80.0,3g,11g,1g,0mg,"9,00mg"
Haku Classic,1 keping (90 ml),230.0,15g,23g,2g,0mg,"2,00mg"
Es Krim Crunch,1 buah (75 ml),220.0,17g,16g,1g,0mg,35mg
Solero,1 porsi (64 ml),80.0,"1,5g",15g,1g,0mg,"15,00mg"
Hula Hula Kacang Hijau,1 porsi (45 ml),110.0,6g,13g,1g,0mg,"1,00mg"
Gold Spirit,1 cangkir (115 ml),120.0,4g,18g,2g,30mg,"1,000mg"
Solero Semangka,1 porsi (55 ml),50.0,0g,13g,0g,0mg,0mg
Viennetta,100 ml,150.0,9g,15g,1g,"12,00mg","1,000mg"
Chocolate Crispy,1 bungkus (60 g),240.0,21g,12g,1g,0mg,"1,00mg"
Waku Waku Choco Bomb,1 buah (60 ml),90.0,3g,15g,1g,0mg,0mg
Minions Vanila Caramel,1 takaran saji (90 ml),100.0,5g,12g,1g,35mg,"0,500mg"
Es Krim Hula Hula Tape Ketan Hitam,1 bungkus (50 ml),120.0,7g,13g,2g,0mg,"2,00mg"
Paddle Pop Fruity Bubbles,1 porsi (70 ml),25.0,0g,5g,0g,0mg,"0,00mg"
Mango Slush,1 bungkus (65 g),80.0,"0,5g",18g,1g,0mg,"1,00mg"
Mochi Milky Coffee,1 porsi (45 ml),120.0,2g,24g,1g,0mg,"1,00mg"
Waku Waku Strawberry Loop,1 bungkus (35 ml),40.0,1g,7g,0g,0mg,0mg
Es Krim Disajikan dengan Coklat Lunak,1 mangkok,355.0,"16,73g","48,22g","6,4g",86mg,43mg
Mochi Durian,1 porsi (45 ml),60.0,"1,5g",12g,0g,0mg,"0,00mg"
Concerto Strawberry Cookies,100 ml,270.0,15g,30g,3g,0mg,90mg
Magnum Choco Cappuccino,1 porsi (70 g),230.0,12g,29g,2g,0mg,0mg
Hula Hula Ais Krim Pulut Hitam Tapai,1 porsi (50 ml),90.0,"3,5g",15g,1g,0mg,20mg
Waku Waku Mango Loop,1 porsi (55 ml),70.0,1g,15g,0g,0mg,0mg
Es Krim Rasa Susu,1 porsi (40 g),80.0,"3,5g",11g,1g,0mg,10mg
Es Krim Vanila Ringan,1 porsi setengah mangkok,125.0,"3,67g","19,61g","3,63g",56mg,21mg
Paddle Pop Happy Fruit,1 porsi (35 g),30.0,0g,7g,0g,0mg,"0,00mg"
Fantastic Choco Banana,1 batang (90 ml),170.0,12g,13g,2g,0mg,"13,00mg"
Mocha Crispy,1 porsi (70 g),190.0,11g,21g,1g,0mg,45mg
Cool Peach,1 bungkus (48 g),40.0,0g,10g,0g,0mg,"9,00mg"
Cone Es Krim Lapis atau Celup Coklat,1 cone,190.0,"8,78g","26,83g","3,18g",42mg,16mg
Frost Bite Pari Pari Vanilla (90g),1 gelas (90 ml),170.0,9g,20g,2g,0mg,"15,00mg"
Paddle Pop Pink Lava,1 porsi (56 ml),110.0,"4,5g",17g,1g,30mg,"2,000mg"
Concerto Choco Passion,100 ml,240.0,14g,27g,3g,0mg,30mg
Magnum Hazelnut Luxe,1 porsi (80 ml),230.0,14g,23g,3g,0mg,"23,00mg"
Magnum Golden Hazelnut,1 porsi (70 g),270.0,21g,18g,3g,0mg,50mg
Milk Melon,1 bungkus (50 g),70.0,"2,5g",12g,1g,0mg,"12,00mg"
Frost Bite Pari Pari Chocomint,1 porsi (60 ml),160.0,10g,18g,2g,0mg,"13,00mg"
Mint Chocolate Chip,1 scoop (71 g),170.0,10g,17g,3g,0mg,"3,00mg"
Mochi Vanila,1 bungkus (30 g),70.0,1g,15g,1g,0mg,"7,00mg"
Hula Hula Jagung,1 porsi (50 ml),110.0,8g,9g,1g,0mg,0mg
Bazooka Cashew Nut,1 bar (90 ml),180.0,10g,20g,2g,0mg,30mg
Haku Crunchy Malt,100 ml,250.0,15g,25g,3g,"19,00mg","0,000mg"
Tropical Float,1 porsi (390 g),210.0,2g,46g,1g,0mg,"42,00mg"
Frost Bite Kacang Hijau,1 batang (50 ml),120.0,6g,16g,1g,0mg,0mg
Waku Waku Watermelon,1 porsi (60 ml),80.0,"1,5g",15g,0g,0mg,5mg
Concerto Midi Cookie Creamy,1 cone (80 ml),180.0,9g,23g,2g,0mg,"13,00mg"
Dung Dung Kacang Hijau,1 porsi (38 ml),90.0,5g,10g,1g,0mg,"1,0mg"
Magnum Almond,1 kemasan (90 ml),250.0,16g,23g,3g,"16,00mg","4,000mg"
Magnum White Almond,1 porsi (80 ml),210.0,14g,19g,3g,30mg,0mg
Ice Cream Sandwich,1 porsi (80 ml),140.0,3g,28g,2g,0mg,"1,000mg"
Cone Es Krim Ringan,1 kerucut dan celup tunggal (atau 1 kerucut kecil),122.0,"2,45g","21,89g","3,81g",56mg,8mg
Triple Shot Espresso,100 g,76.0,"2,6g","7,2g","6,2g",0mg,0mg
Magnum Infinity,1 porsi (90 ml),210.0,15g,18g,3g,0mg,"2,0mg"
Lu Ve Litee,1 porsi (110 ml),110.0,2g,21g,3g,0mg,"3,00mg"
Frutti Frizz,4 stik (92 g),60.0,0g,14g,0g,35mg,"0,000mg"
Waku Waku Melon Loop,1 bungkus (32 ml),40.0,"0,5g",8g,0g,0mg,5mg
Sajian Es Krim Lunak/Lembut,1 mangkok,384.0,"22,49g","38,41g","7,09g",106mg,157mg
Jcone Choco Vanilla,1 porsi (40 ml),90.0,"4,5g",12g,1g,0mg,0mg
Paddle Pop Shaky Shake,1 camgkir (150 ml),100.0,"3,5g",17g,1g,0mg,"8,00mg"
Cone Es Krim (Jenis Kue atau Wafer),1 cone,17.0,"0,28g","3,16g","0,32g",6mg,0mg
Ice Cream Cone,1 porsi,170.0,"4,5g",27g,5g,0mg,"27,00mg"
Paddle Pop Rainbow,1 porsi (50 ml),70.0,"2,5g",11g,0g,"8,00mg","0,000mg"
Es Krim Rasa Jagung Lapis Wafer,100 ml,80.0,"2,5g",13g,1g,"9,00mg","0,500mg"
Cornetto Strawberry Vanilla,1 cone (80 ml),150.0,5g,24g,2g,35mg,"1,500mg"
Blueberry Choco Chunk,100 ml,160.0,7g,22g,2g,0mg,"13,00mg"
Es Krim Jagung,1 porsi (52 g),80.0,"3,5g",11g,1g,0mg,"1,00mg"
Paddle Pop Monkey Banana,1 porsi (42 g),60.0,1g,12g,0g,0mg,"12,00mg"
Choco Melt,100 ml,210.0,16g,15g,3g,0mg,"3,00mg"
Waku Waku Happy Soda,1 porsi (60 ml),90.0,"2,5g",17g,1g,0mg,15mg
Es Krim Rasa Taro,1 bungkus (45 g),80.0,3g,11g,2g,0mg,"2,00mg"
Miki-Miki,1 batang (30 g),110.0,7g,9g,1g,0mg,10mg
Cornetto Love Daifuku,1 porsi (135 ml),210.0,7g,33g,2g,55mg,"1,500mg"
Strawberry Cheesecake,100 ml,100.0,"3,5g",16g,2g,0mg,"2,00mg"
Cornetto Unicorn,1 cone (134 ml),200.0,7g,31g,2g,0mg,"31,00mg"
Frost Bite Strawberry Sundae,1 gelas (90 g),120.0,"3,5g",19g,1g,0mg,"1,00mg"
Chocolate,1 porsi (40 ml),45.0,2g,6g,1g,0mg,"5,00mg"
Populaire,100 ml,80.0,"2,5g",13g,1g,0mg,"13,00mg"
Selection Oreo,100 ml,140.0,7g,17g,2g,0mg,"11,00mg"
Cone Es Krim Coklat,1 kerucut dan celup tunggal (atau 1 kerucut kecil),173.0,"7,43g","24,77g","3,18g",45mg,18mg
Es Krim Sandwich,"1 sandwich (13 cm x 4,5 cm x 2 cm)",143.0,"5,6g","21,75g","2,61g",37mg,20mg
McFlurry - Choco,1 sendok makan (285 g),245.0,"5,09g",45g,5g,"0,00mg","0,000mg"
Strawberry Sundae,1 porsi,291.0,"5,77g",56g,4g,0mg,0mg
Paddle Pop Choco Magma,1 stick (50 g),70.0,"2,5g",12g,1g,0mg,"1,00mg"
Neapolitan,100 ml,140.0,5g,20g,2g,0mg,"13,00mg"
2 in 1 Chocolate & Vanilla with Chocolate Chip,100 ml,120.0,6g,14g,2g,0mg,"14,00mg"
Paddle Pop Trico,1 buah (60 ml),50.0,0g,13g,0g,"11,00mg","0,000mg"
Cornetto Silverqueen,1 porsi (108 ml),240.0,11g,31g,4g,65mg,"2,500mg"
Feast Vanilla,1 batang (65 ml),140.0,9g,13g,2g,"8,00mg","3,000mg"
Cornetto Mini,1 porsi (28 ml),70.0,"3,5g",9g,1g,0mg,"1,0mg"
3 in 1 Neopolitana,100 ml,90.0,3g,14g,1g,0mg,"1,0mg"
Feast Coklat,1 buah (65 ml),150.0,10g,14g,2g,"8,00mg","2,000mg"
Cornetto Black & White,1 cone (80 ml),140.0,5g,20g,2g,0mg,"20,00mg"
McFlurry - Oreo,1 porsi (285 g),520.0,17g,80g,12g,0mg,"12,00mg"
Es Krim Batang Lapis Coklat,1 batang (90 ml),171.0,"12,5g","14,36g","1,66g",36mg,20mg
Paddle Pop Rainbow Power,1 porsi (55 ml),70.0,"2,5g",12g,1g,0mg,"12,00mg"
Cone Es Krim,1 kerucut dan celup tunggal (atau 1 kerucut kecil),170.0,"7,91g","22,82g","3,06g",55mg,25mg
Es Krim Stroberi,1 individu (105 ml),111.0,"4,87g","16,01g","1,86g",0mg,"16,01mg"
Es Krim,1 mangkok,267.0,"14,26g","32,45g","4,68g",98mg,53mg
Es Krim,100 ml,100.0,"3,5g",13g,1g,0mg,20mg
Es Krim Coklat,1 mangkok,287.0,"14,63g","37,51g","5,05g",101mg,45mg
Es Krim Vanila,1/2 mangkok,145.0,"7,92g","16,99g","2,52g",58mg,32mg
Selection Double Dutch,100 ml,120.0,"4,5g",18g,2g,0mg,45mg
Happy Cow Malt Blast,100 ml,140.0,8g,16g,2g,0mg,22mg
Coffee Crispy,1 bungkus (45 g),140.0,8g,15g,1g,"8,00mg","0,000mg"
Lu Ve Litee Green Tea Ice Cream,1 porsi (110 ml),110.0,2g,23g,1g,"15,00mg","0,000mg"
Sweet Corn,1 batang (52 g),100.0,"4,5g",14g,1g,0mg,"1,00mg"
Concerto Choco Banana,100 ml,220.0,10g,28g,3g,0mg,72mg
Tropicana Choco Vanilla,1 es krim (65 ml),170.0,11g,14g,2g,0mg,"14,00mg"
White Coffee,100 ml,130.0,6g,16g,3g,0mg,35mg
Banana Crispy,1 bungkus (50 g),90.0,35g,14g,1g,0mg,20mg
Shaky Shake,1 cangkir (150 ml),100.0,"3,5g",17g,1g,0mg,"17,00mg"
Tropicana Krez Krez,1 bungkus (65 ml),160.0,12g,13g,1g,0mg,"9,00mg"
Bingo Cookies Cone,1 porsi (100 ml),210.0,9g,28g,2g,0mg,"2,00mg"
Summer Barz Dragon Berry,1 sajian (55 ml),60.0,0g,15g,0g,"6,00mg","0,000mg"
Mini Vanilla Ice Cream Tico With Dark Chocolate,1 porsi (34 g),80.0,5g,6g,1g,0mg,"1,00mg"
Magnum Cookies & Cream,1 kemasan (64 g),230.0,14g,22g,3g,"18,00mg","3,000mg"
Cornetto Love Rose Strawberry Cheesecake,1 bungkus (131 ml),210.0,8g,32g,3g,0mg,"32,00mg"
Frost Bite Chocolate Vanilla,1 porsi (90 ml),90.0,2g,17g,1g,0mg,"13,00mg"
Coffee Macchiato,100 g,130.0,"3,5g",22g,2g,0mg,"2,0mg"
Choco Meets Oats,1 bungkus (60 g),230.0,18g,15g,2g,0mg,"2,00mg"
